ArrivalDate-Weekday;Arrival-Month;LeadDays;channel-id;lang-id
THURSDAY ;11;2;6;1
WEDNESDAY;11;36;6;1
MONDAY   ;11;24;6;1
TUESDAY  ;11;4;7;1
MONDAY   ;12;63;6;1
THURSDAY ;12;15;7;1
SATURDAY ;11;2;6;1
THURSDAY ;11;40;6;1
FRIDAY   ;12;2;6;1
SUNDAY   ;11;4;6;1
TUESDAY  ;12;2;6;1
FRIDAY   ;11;3;6;1
SATURDAY ;11;3;6;1
WEDNESDAY;11;54;6;1
MONDAY   ;10;5;6;1
TUESDAY  ;11;0;6;1
SUNDAY   ;11;4;7;1
WEDNESDAY;12;5;6;1
SUNDAY   ;10;7;6;1
FRIDAY   ;11;7;7;1
WEDNESDAY;11;1;6;1
WEDNESDAY;11;1;6;1
THURSDAY ;12;8;7;1
FRIDAY   ;11;8;6;1
WEDNESDAY;11;49;7;1
WEDNESDAY;12;5;7;1
TUESDAY  ;12;0;7;1
THURSDAY ;11;59;7;1
SUNDAY   ;12;3;6;1
FRIDAY   ;10;1;6;1
WEDNESDAY;12;21;6;1
TUESDAY  ;11;8;7;1
TUESDAY  ;12;29;6;1
WEDNESDAY;11;5;7;1
MONDAY   ;11;6;6;1
WEDNESDAY;11;46;6;1
SATURDAY ;11;0;6;1
THURSDAY ;12;13;6;1
TUESDAY  ;11;0;6;1
SUNDAY   ;11;7;7;1
SUNDAY   ;11;7;7;1
WEDNESDAY;11;5;7;1
WEDNESDAY;11;5;7;1
TUESDAY  ;12;5;7;1
TUESDAY  ;12;1;6;1
FRIDAY   ;12;47;6;1
TUESDAY  ;11;12;6;1
WEDNESDAY;11;7;7;1
TUESDAY  ;12;6;6;1
MONDAY   ;12;1;7;1
WEDNESDAY;12;47;6;1
WEDNESDAY;12;37;6;1
TUESDAY  ;12;29;6;1
FRIDAY   ;11;12;6;1
FRIDAY   ;11;31;6;1
FRIDAY   ;11;4;7;1
SATURDAY ;12;25;6;1
MONDAY   ;10;8;6;1
TUESDAY  ;12;8;6;1
TUESDAY  ;11;0;7;1
FRIDAY   ;12;51;6;1
SUNDAY   ;12;12;6;1
TUESDAY  ;10;43;6;1
FRIDAY   ;12;54;6;1
MONDAY   ;11;15;6;1
MONDAY   ;12;30;7;1
WEDNESDAY;12;0;6;1
TUESDAY  ;11;38;6;1
SATURDAY ;12;19;6;1
SUNDAY   ;11;1;6;1
MONDAY   ;11;7;7;1
THURSDAY ;11;6;7;1
THURSDAY ;11;6;7;1
MONDAY   ;10;50;1;1
WEDNESDAY;11;15;6;1
THURSDAY ;11;0;7;1
WEDNESDAY;12;23;6;1
WEDNESDAY;11;7;7;1
THURSDAY ;1;31;1;1
WEDNESDAY;2;29;13;1
TUESDAY  ;1;7;13;1
TUESDAY  ;1;7;13;1
TUESDAY  ;1;11;13;1
TUESDAY  ;1;8;13;1
WEDNESDAY;1;7;13;1
WEDNESDAY;1;5;1;1
SUNDAY   ;2;0;13;1
WEDNESDAY;11;114;13;1
MONDAY   ;5;46;13;1
WEDNESDAY;5;2;13;1
SUNDAY   ;6;63;13;1
WEDNESDAY;5;8;13;1
TUESDAY  ;6;26;13;1
SUNDAY   ;6;1;6;1
SATURDAY ;10;3;6;1
TUESDAY  ;7;43;6;1
SATURDAY ;9;23;6;1
TUESDAY  ;8;21;6;1
SUNDAY   ;4;26;6;1
SUNDAY   ;7;71;6;1
MONDAY   ;10;51;6;1
FRIDAY   ;7;90;6;1
THURSDAY ;6;7;6;1
THURSDAY ;9;38;6;1
WEDNESDAY;4;18;6;1
THURSDAY ;2;0;6;1
TUESDAY  ;5;55;6;1
MONDAY   ;4;29;6;1
FRIDAY   ;11;39;6;1
THURSDAY ;2;3;6;1
SATURDAY ;8;23;6;1
SATURDAY ;6;60;6;1
THURSDAY ;6;7;6;1
WEDNESDAY;8;148;6;1
SATURDAY ;9;18;6;1
WEDNESDAY;7;5;6;1
TUESDAY  ;7;0;6;1
WEDNESDAY;5;27;6;1
WEDNESDAY;9;14;6;1
SUNDAY   ;7;18;6;1
FRIDAY   ;7;88;6;1
WEDNESDAY;2;0;6;1
WEDNESDAY;4;9;6;1
MONDAY   ;9;14;13;1
FRIDAY   ;10;17;6;1
SATURDAY ;8;23;7;1
SATURDAY ;7;1;7;1
SUNDAY   ;7;11;13;1
FRIDAY   ;8;42;6;1
THURSDAY ;5;29;6;1
FRIDAY   ;8;9;6;1
FRIDAY   ;10;17;6;1
WEDNESDAY;6;1;6;1
WEDNESDAY;1;41;7;1
WEDNESDAY;10;5;7;1
THURSDAY ;10;6;7;1
THURSDAY ;9;8;6;1
SATURDAY ;8;34;6;1
FRIDAY   ;1;29;7;1
FRIDAY   ;1;0;7;1
THURSDAY ;4;15;7;1
FRIDAY   ;3;0;7;1
WEDNESDAY;9;48;3;1
SATURDAY ;10;74;13;1
FRIDAY   ;10;4;7;1
FRIDAY   ;2;116;7;1
SUNDAY   ;4;6;7;1
FRIDAY   ;8;1;7;1
WEDNESDAY;9;1;6;1
TUESDAY  ;1;6;7;1
SATURDAY ;6;5;7;1
THURSDAY ;12;17;7;1
THURSDAY ;5;0;7;1
THURSDAY ;5;22;7;1
MONDAY   ;5;71;6;1
THURSDAY ;1;24;7;1
FRIDAY   ;6;1;7;1
SATURDAY ;5;10;6;1
WEDNESDAY;8;50;6;1
SUNDAY   ;8;10;7;1
TUESDAY  ;3;7;7;1
TUESDAY  ;9;7;7;1
MONDAY   ;10;18;7;1
TUESDAY  ;1;43;7;1
WEDNESDAY;9;41;13;1
SATURDAY ;3;1;7;1
SATURDAY ;7;0;6;1
TUESDAY  ;7;13;13;1
FRIDAY   ;6;58;6;1
TUESDAY  ;8;0;7;1
WEDNESDAY;3;15;7;1
SUNDAY   ;4;10;7;1
WEDNESDAY;8;0;7;1
SUNDAY   ;7;10;13;1
SATURDAY ;9;11;7;1
TUESDAY  ;7;15;7;1
MONDAY   ;2;6;7;1
THURSDAY ;8;11;7;1
MONDAY   ;8;39;7;1
MONDAY   ;3;38;13;1
MONDAY   ;10;6;13;1
TUESDAY  ;9;12;13;1
SATURDAY ;3;54;7;1
TUESDAY  ;9;15;6;1
WEDNESDAY;4;15;7;1
THURSDAY ;5;0;6;1
FRIDAY   ;8;36;7;1
MONDAY   ;6;1;6;1
TUESDAY  ;9;26;7;1
THURSDAY ;2;8;7;1
TUESDAY  ;5;40;13;1
FRIDAY   ;9;59;6;1
SATURDAY ;2;3;7;1
MONDAY   ;1;41;7;1
MONDAY   ;5;30;6;1
MONDAY   ;6;55;13;1
SATURDAY ;1;7;7;1
WEDNESDAY;7;66;6;1
FRIDAY   ;7;0;7;1
WEDNESDAY;7;9;7;1
SUNDAY   ;3;31;7;1
SATURDAY ;7;0;7;1
MONDAY   ;9;13;7;1
SUNDAY   ;6;8;6;1
MONDAY   ;2;2;7;1
WEDNESDAY;4;15;7;1
SATURDAY ;7;137;7;1
FRIDAY   ;3;5;6;1
TUESDAY  ;8;8;7;1
SATURDAY ;1;9;7;1
WEDNESDAY;6;29;7;1
MONDAY   ;4;4;7;1
THURSDAY ;5;29;7;1
THURSDAY ;7;8;7;1
SATURDAY ;10;1;7;1
FRIDAY   ;8;22;7;1
SUNDAY   ;4;1;6;1
FRIDAY   ;7;18;7;1
FRIDAY   ;4;3;7;1
MONDAY   ;1;3;7;1
THURSDAY ;7;1;7;1
FRIDAY   ;4;4;7;1
WEDNESDAY;9;21;7;1
FRIDAY   ;5;0;7;1
THURSDAY ;1;6;7;1
TUESDAY  ;9;0;6;1
WEDNESDAY;7;9;7;1
SUNDAY   ;2;1;7;1
FRIDAY   ;9;5;6;1
WEDNESDAY;1;110;7;1
SUNDAY   ;9;24;6;1
SATURDAY ;4;30;7;1
THURSDAY ;10;17;7;1
FRIDAY   ;4;23;7;1
MONDAY   ;1;11;7;1
WEDNESDAY;3;1;7;1
FRIDAY   ;2;29;7;1
SATURDAY ;7;17;6;1
WEDNESDAY;5;7;7;1
SUNDAY   ;4;4;7;1
TUESDAY  ;6;2;6;1
WEDNESDAY;8;0;7;1
THURSDAY ;9;30;6;1
WEDNESDAY;4;1;7;1
MONDAY   ;6;0;6;1
SUNDAY   ;9;22;7;1
SUNDAY   ;6;11;7;1
TUESDAY  ;6;6;7;1
WEDNESDAY;4;8;7;1
TUESDAY  ;8;1;7;1
WEDNESDAY;4;8;7;1
SATURDAY ;3;7;6;1
SUNDAY   ;7;0;7;1
TUESDAY  ;9;15;6;1
THURSDAY ;8;16;6;1
SATURDAY ;9;10;7;1
THURSDAY ;9;1;7;1
SATURDAY ;5;5;7;1
SATURDAY ;7;162;7;1
TUESDAY  ;10;38;7;1
SUNDAY   ;7;82;7;1
TUESDAY  ;3;61;6;1
MONDAY   ;10;21;6;1
MONDAY   ;5;5;7;1
SATURDAY ;5;44;6;1
SUNDAY   ;4;152;7;1
SATURDAY ;5;215;6;1
FRIDAY   ;6;0;6;1
SATURDAY ;7;5;7;1
SUNDAY   ;10;45;7;1
WEDNESDAY;2;2;6;1
SUNDAY   ;2;17;7;1
FRIDAY   ;7;27;6;1
TUESDAY  ;1;43;7;1
WEDNESDAY;8;6;7;1
WEDNESDAY;1;7;7;1
WEDNESDAY;8;23;6;1
SATURDAY ;1;24;7;1
FRIDAY   ;5;4;7;1
SUNDAY   ;3;17;13;1
SATURDAY ;6;3;6;1
SATURDAY ;9;0;7;1
SATURDAY ;6;59;7;1
FRIDAY   ;6;57;13;1
WEDNESDAY;9;7;7;1
FRIDAY   ;12;0;7;1
SUNDAY   ;1;23;7;1
MONDAY   ;8;57;7;1
MONDAY   ;1;65;7;1
FRIDAY   ;6;28;6;1
WEDNESDAY;5;14;6;1
MONDAY   ;10;5;7;1
WEDNESDAY;5;42;6;1
MONDAY   ;3;0;6;1
THURSDAY ;5;22;7;1
SUNDAY   ;8;1;7;1
WEDNESDAY;5;1;7;1
THURSDAY ;7;2;6;1
SATURDAY ;1;16;7;1
FRIDAY   ;7;11;7;1
THURSDAY ;9;3;7;1
MONDAY   ;3;18;13;1
TUESDAY  ;6;0;7;1
TUESDAY  ;4;71;7;1
THURSDAY ;2;1;7;1
SUNDAY   ;8;44;6;1
THURSDAY ;10;8;7;1
FRIDAY   ;6;2;7;1
SUNDAY   ;6;38;7;1
FRIDAY   ;1;3;7;1
SUNDAY   ;5;48;6;1
SATURDAY ;5;42;6;1
THURSDAY ;9;37;6;1
SUNDAY   ;9;58;7;1
WEDNESDAY;8;18;6;1
MONDAY   ;5;3;7;1
WEDNESDAY;1;24;7;1
MONDAY   ;4;21;7;1
TUESDAY  ;2;9;7;1
FRIDAY   ;4;11;7;1
SUNDAY   ;1;3;7;1
THURSDAY ;9;7;7;1
SATURDAY ;9;40;7;1
MONDAY   ;9;0;7;1
FRIDAY   ;8;25;7;1
THURSDAY ;6;71;7;1
SUNDAY   ;5;8;7;1
TUESDAY  ;5;4;13;1
MONDAY   ;4;5;7;1
SUNDAY   ;1;31;7;1
SUNDAY   ;8;37;6;1
MONDAY   ;4;4;6;1
WEDNESDAY;4;1;6;1
FRIDAY   ;4;71;6;1
SATURDAY ;6;0;7;1
FRIDAY   ;9;55;7;1
FRIDAY   ;6;4;6;1
TUESDAY  ;3;2;7;1
SATURDAY ;6;0;7;1
MONDAY   ;7;26;3;1
SATURDAY ;2;4;6;1
THURSDAY ;11;6;7;1
MONDAY   ;10;18;7;1
SUNDAY   ;5;65;7;1
FRIDAY   ;10;17;6;1
SATURDAY ;5;0;6;1
FRIDAY   ;2;41;6;1
TUESDAY  ;5;13;7;1
MONDAY   ;3;0;6;1
THURSDAY ;2;22;7;1
MONDAY   ;3;6;7;1
MONDAY   ;6;45;13;1
THURSDAY ;1;7;7;1
THURSDAY ;3;0;7;1
SATURDAY ;2;1;6;1
SUNDAY   ;4;0;7;1
THURSDAY ;9;8;7;1
MONDAY   ;6;1;7;1
SATURDAY ;1;10;7;1
SATURDAY ;2;17;6;1
MONDAY   ;8;42;7;1
TUESDAY  ;4;14;7;1
SATURDAY ;8;29;6;1
SATURDAY ;6;18;7;1
SUNDAY   ;6;2;7;1
SATURDAY ;9;96;6;1
TUESDAY  ;4;51;6;1
SUNDAY   ;6;32;6;1
SATURDAY ;7;2;6;1
FRIDAY   ;4;46;7;1
SUNDAY   ;1;0;7;1
TUESDAY  ;9;42;13;1
SATURDAY ;2;65;6;1
TUESDAY  ;5;0;6;1
SATURDAY ;9;23;6;1
MONDAY   ;3;19;7;1
SATURDAY ;4;60;6;1
SUNDAY   ;7;10;7;1
THURSDAY ;9;1;6;1
FRIDAY   ;10;16;7;1
TUESDAY  ;4;12;7;1
SUNDAY   ;5;6;7;1
WEDNESDAY;1;7;7;1
TUESDAY  ;2;81;13;1
WEDNESDAY;10;23;6;1
TUESDAY  ;6;6;13;1
FRIDAY   ;7;182;6;1
WEDNESDAY;10;20;7;1
WEDNESDAY;1;7;7;1
SATURDAY ;5;9;6;1
TUESDAY  ;4;1;7;1
SUNDAY   ;9;13;7;1
THURSDAY ;10;5;7;1
SUNDAY   ;10;45;7;1
SATURDAY ;9;116;7;1
SATURDAY ;3;14;13;1
SATURDAY ;8;9;6;1
FRIDAY   ;1;2;7;1
SATURDAY ;8;14;7;1
SUNDAY   ;3;12;7;1
SUNDAY   ;6;0;7;1
SATURDAY ;2;94;7;1
MONDAY   ;8;47;7;1
FRIDAY   ;5;4;7;1
THURSDAY ;3;2;6;1
WEDNESDAY;6;19;13;1
THURSDAY ;7;22;7;1
SUNDAY   ;3;27;7;1
FRIDAY   ;4;11;7;1
THURSDAY ;1;20;7;1
WEDNESDAY;10;15;7;1
SUNDAY   ;6;4;7;1
TUESDAY  ;7;25;7;1
FRIDAY   ;5;46;6;1
WEDNESDAY;9;40;6;1
TUESDAY  ;2;5;6;1
MONDAY   ;7;0;6;1
THURSDAY ;8;0;6;1
WEDNESDAY;5;243;7;1
THURSDAY ;8;14;7;1
SATURDAY ;2;1;7;1
SUNDAY   ;7;20;7;1
MONDAY   ;3;0;6;1
SUNDAY   ;7;82;13;1
SATURDAY ;2;10;7;1
FRIDAY   ;1;29;7;1
TUESDAY  ;4;14;7;1
SATURDAY ;7;0;7;1
TUESDAY  ;8;8;7;1
FRIDAY   ;3;0;6;1
FRIDAY   ;4;2;6;1
WEDNESDAY;10;5;7;1
MONDAY   ;8;5;7;1
FRIDAY   ;1;8;7;1
WEDNESDAY;9;5;13;1
WEDNESDAY;3;5;7;1
THURSDAY ;3;8;13;1
MONDAY   ;5;174;7;1
SATURDAY ;7;4;7;1
SUNDAY   ;3;6;7;1
THURSDAY ;2;7;7;1
THURSDAY ;5;1;7;1
THURSDAY ;8;66;6;1
FRIDAY   ;2;8;6;1
THURSDAY ;12;59;7;1
WEDNESDAY;9;0;13;1
SUNDAY   ;2;1;7;1
SATURDAY ;2;46;6;1
SATURDAY ;8;30;7;1
MONDAY   ;6;3;7;1
FRIDAY   ;2;20;7;1
MONDAY   ;3;0;6;1
SUNDAY   ;7;0;6;1
FRIDAY   ;7;25;7;1
MONDAY   ;2;6;7;1
THURSDAY ;9;91;6;1
TUESDAY  ;4;12;7;1
SUNDAY   ;7;5;7;1
WEDNESDAY;5;49;7;1
MONDAY   ;7;83;6;1
WEDNESDAY;10;6;7;1
SATURDAY ;8;16;7;1
THURSDAY ;1;2;7;1
SATURDAY ;7;87;6;1
FRIDAY   ;1;113;7;1
WEDNESDAY;10;79;13;1
WEDNESDAY;1;26;7;1
THURSDAY ;7;10;7;1
TUESDAY  ;7;20;6;1
SATURDAY ;3;5;7;1
SUNDAY   ;4;0;7;1
WEDNESDAY;10;6;7;1
THURSDAY ;4;13;7;1
TUESDAY  ;6;35;7;1
SUNDAY   ;6;38;7;1
WEDNESDAY;3;11;6;1
WEDNESDAY;9;30;6;1
SUNDAY   ;2;5;7;1
TUESDAY  ;2;5;7;1
SATURDAY ;2;4;7;1
WEDNESDAY;10;0;13;1
THURSDAY ;5;8;7;1
SUNDAY   ;4;5;6;1
SUNDAY   ;1;2;7;1
TUESDAY  ;8;4;6;1
MONDAY   ;2;35;7;1
SUNDAY   ;4;27;13;1
TUESDAY  ;4;12;7;1
THURSDAY ;8;24;6;1
WEDNESDAY;7;12;6;1
TUESDAY  ;5;32;13;1
WEDNESDAY;6;16;7;1
MONDAY   ;6;61;6;1
FRIDAY   ;4;0;7;1
FRIDAY   ;6;28;7;1
FRIDAY   ;5;2;7;1
FRIDAY   ;4;11;7;1
SUNDAY   ;8;37;6;1
THURSDAY ;2;8;7;1
MONDAY   ;1;5;7;1
TUESDAY  ;8;50;7;1
MONDAY   ;2;2;7;1
WEDNESDAY;3;8;7;1
FRIDAY   ;6;23;13;1
SUNDAY   ;1;10;7;1
SATURDAY ;5;0;6;1
SATURDAY ;7;19;7;1
SATURDAY ;4;0;6;1
WEDNESDAY;10;2;7;1
THURSDAY ;9;0;7;1
WEDNESDAY;6;79;13;1
THURSDAY ;2;8;13;1
WEDNESDAY;6;20;13;1
WEDNESDAY;6;61;7;1
MONDAY   ;8;47;6;1
SATURDAY ;8;68;6;1
MONDAY   ;10;11;13;1
WEDNESDAY;10;37;7;1
TUESDAY  ;10;41;7;1
FRIDAY   ;9;16;7;1
SATURDAY ;6;1;13;1
SATURDAY ;5;0;7;1
SUNDAY   ;9;1;6;1
WEDNESDAY;5;1;6;1
WEDNESDAY;1;26;7;1
FRIDAY   ;5;2;6;1
SUNDAY   ;12;91;6;1
WEDNESDAY;4;12;7;1
SATURDAY ;7;0;7;1
SATURDAY ;11;9;7;1
TUESDAY  ;8;5;7;1
THURSDAY ;7;79;6;1
TUESDAY  ;4;26;7;1
TUESDAY  ;6;22;6;1
MONDAY   ;5;61;7;1
WEDNESDAY;6;82;13;1
THURSDAY ;5;1;7;1
WEDNESDAY;1;40;7;1
WEDNESDAY;12;5;7;1
FRIDAY   ;6;7;7;1
MONDAY   ;6;17;7;1
MONDAY   ;3;7;7;1
TUESDAY  ;7;4;7;1
WEDNESDAY;8;147;7;1
TUESDAY  ;11;27;7;1
MONDAY   ;1;3;7;1
SATURDAY ;8;0;6;1
FRIDAY   ;1;0;7;1
WEDNESDAY;6;40;13;1
MONDAY   ;10;46;7;1
MONDAY   ;9;142;7;1
SUNDAY   ;8;0;7;1
WEDNESDAY;10;0;7;1
FRIDAY   ;3;0;7;1
SATURDAY ;9;23;6;1
WEDNESDAY;6;58;6;1
MONDAY   ;1;1;7;1
FRIDAY   ;2;25;7;1
WEDNESDAY;8;8;6;1
SUNDAY   ;2;0;7;1
WEDNESDAY;9;52;6;1
WEDNESDAY;4;5;7;1
MONDAY   ;3;3;1;1
MONDAY   ;7;48;1;1
THURSDAY ;8;19;1;1
SUNDAY   ;7;1;1;1
SUNDAY   ;8;116;1;1
SUNDAY   ;10;72;1;1
WEDNESDAY;10;7;7;1
SATURDAY ;10;32;7;1
MONDAY   ;8;5;7;1
MONDAY   ;10;32;13;1
TUESDAY  ;1;156;6;1
MONDAY   ;1;78;6;1
MONDAY   ;1;63;6;1
SATURDAY ;1;38;6;1
MONDAY   ;1;39;6;1
MONDAY   ;1;31;6;1
TUESDAY  ;1;24;6;1
MONDAY   ;1;21;6;1
MONDAY   ;1;20;6;1
THURSDAY ;1;28;6;1
SATURDAY ;1;37;6;1
FRIDAY   ;1;20;6;1
MONDAY   ;1;27;6;1
SUNDAY   ;1;12;6;1
FRIDAY   ;1;15;6;1
THURSDAY ;1;8;6;1
THURSDAY ;1;8;6;1
TUESDAY  ;1;20;6;1
SATURDAY ;1;17;6;1
FRIDAY   ;1;22;6;1
MONDAY   ;1;18;6;1
FRIDAY   ;1;22;6;1
SUNDAY   ;1;10;13;1
SUNDAY   ;2;19;6;1
FRIDAY   ;1;0;6;1
FRIDAY   ;1;5;6;1
THURSDAY ;2;8;6;1
SUNDAY   ;2;1;6;1
MONDAY   ;4;260;6;1
SATURDAY ;4;133;6;1
SUNDAY   ;2;25;6;1
MONDAY   ;12;13;6;1
FRIDAY   ;11;28;6;1
SATURDAY ;11;18;6;1
FRIDAY   ;12;4;6;1
THURSDAY ;11;35;7;1
TUESDAY  ;12;6;6;1
TUESDAY  ;10;33;7;1
TUESDAY  ;11;6;7;1
FRIDAY   ;11;39;12;1
MONDAY   ;12;16;6;1
SUNDAY   ;12;167;1;1
MONDAY   ;12;19;6;1
WEDNESDAY;10;2;1;1
SATURDAY ;11;2;6;1
SATURDAY ;10;7;7;1
MONDAY   ;12;47;6;1
SATURDAY ;12;9;6;1
FRIDAY   ;12;46;6;1
FRIDAY   ;11;25;6;1
SUNDAY   ;11;12;6;1
MONDAY   ;12;57;6;1
MONDAY   ;12;13;6;1
SUNDAY   ;11;0;6;1
SUNDAY   ;12;33;6;1
SUNDAY   ;12;223;6;1
FRIDAY   ;12;0;6;1
MONDAY   ;12;5;6;1
THURSDAY ;12;57;6;1
THURSDAY ;12;57;6;1
THURSDAY ;12;25;6;1
SATURDAY ;11;1;7;1
MONDAY   ;11;22;6;1
FRIDAY   ;12;33;6;1
MONDAY   ;12;47;6;1
FRIDAY   ;12;65;6;1
MONDAY   ;12;51;6;1
WEDNESDAY;12;40;6;1
MONDAY   ;11;18;7;1
SATURDAY ;12;5;7;1
THURSDAY ;3;18;6;1
SUNDAY   ;9;16;6;1
SUNDAY   ;5;31;6;1
SATURDAY ;10;205;6;1
MONDAY   ;9;5;6;1
THURSDAY ;5;12;6;1
THURSDAY ;9;33;6;1
SUNDAY   ;8;30;6;1
WEDNESDAY;9;45;6;1
FRIDAY   ;3;13;6;1
FRIDAY   ;5;52;6;1
WEDNESDAY;4;44;6;1
TUESDAY  ;1;26;7;1
TUESDAY  ;1;32;7;1
MONDAY   ;1;48;7;1
MONDAY   ;9;32;6;1
FRIDAY   ;9;51;6;1
TUESDAY  ;9;18;6;1
SATURDAY ;9;82;6;1
THURSDAY ;6;3;6;1
TUESDAY  ;3;21;6;1
SUNDAY   ;9;12;6;1
FRIDAY   ;8;10;6;1
SATURDAY ;9;59;6;1
MONDAY   ;8;1;6;1
WEDNESDAY;1;0;7;1
THURSDAY ;10;14;6;1
TUESDAY  ;9;42;6;1
SATURDAY ;8;0;6;1
MONDAY   ;12;94;7;1
THURSDAY ;5;2;6;1
MONDAY   ;6;7;6;1
THURSDAY ;8;2;6;1
WEDNESDAY;7;31;6;1
MONDAY   ;10;6;13;1
SATURDAY ;5;27;6;1
FRIDAY   ;3;2;6;1
THURSDAY ;4;22;6;1
SUNDAY   ;7;16;6;1
FRIDAY   ;6;40;6;1
TUESDAY  ;6;33;13;1
SATURDAY ;6;31;13;1
FRIDAY   ;6;2;6;1
THURSDAY ;6;28;6;1
MONDAY   ;6;14;13;1
SUNDAY   ;2;10;7;1
TUESDAY  ;9;4;6;1
MONDAY   ;9;11;6;1
FRIDAY   ;8;2;6;1
WEDNESDAY;5;34;6;1
FRIDAY   ;9;42;6;1
FRIDAY   ;6;0;6;1
TUESDAY  ;9;4;13;1
TUESDAY  ;10;15;6;1
THURSDAY ;8;164;6;1
SUNDAY   ;5;18;6;1
WEDNESDAY;3;0;7;1
SATURDAY ;10;5;6;1
MONDAY   ;5;138;13;1
SUNDAY   ;10;4;6;1
SATURDAY ;8;14;7;1
SATURDAY ;8;4;6;1
SATURDAY ;4;4;6;1
TUESDAY  ;10;39;6;1
SATURDAY ;5;39;6;1
MONDAY   ;10;55;6;1
SATURDAY ;9;1;7;1
WEDNESDAY;9;71;6;1
FRIDAY   ;4;17;6;1
THURSDAY ;1;7;7;1
THURSDAY ;4;3;6;1
MONDAY   ;7;10;6;1
THURSDAY ;6;6;6;1
SUNDAY   ;4;255;6;1
SUNDAY   ;3;80;6;1
THURSDAY ;5;3;6;1
SATURDAY ;7;6;6;1
SUNDAY   ;5;49;6;1
THURSDAY ;6;11;6;1
SUNDAY   ;4;0;7;1
TUESDAY  ;9;25;6;1
THURSDAY ;10;16;6;1
TUESDAY  ;8;0;7;1
THURSDAY ;4;8;7;1
FRIDAY   ;7;19;6;1
SATURDAY ;9;32;6;1
SATURDAY ;7;1;6;1
TUESDAY  ;9;37;6;1
MONDAY   ;5;21;6;1
SATURDAY ;3;7;6;1
THURSDAY ;2;3;7;1
FRIDAY   ;9;27;6;1
SATURDAY ;5;20;6;1
SUNDAY   ;1;17;7;1
MONDAY   ;11;70;6;1
FRIDAY   ;4;135;1;1
THURSDAY ;4;19;7;1
MONDAY   ;10;77;6;1
WEDNESDAY;10;47;6;1
SUNDAY   ;3;7;6;1
FRIDAY   ;1;24;7;1
SUNDAY   ;6;43;6;1
MONDAY   ;2;18;6;1
FRIDAY   ;3;2;13;1
FRIDAY   ;2;71;1;1
THURSDAY ;6;42;7;1
MONDAY   ;9;14;6;1
WEDNESDAY;7;0;6;1
THURSDAY ;10;16;6;1
TUESDAY  ;1;35;7;1
TUESDAY  ;9;3;6;1
SATURDAY ;6;29;6;1
THURSDAY ;5;22;6;1
MONDAY   ;2;14;7;1
TUESDAY  ;5;35;6;1
THURSDAY ;1;15;7;1
SUNDAY   ;5;13;6;1
MONDAY   ;2;40;6;1
MONDAY   ;5;177;7;1
FRIDAY   ;6;4;6;1
MONDAY   ;2;5;6;1
MONDAY   ;1;7;7;1
THURSDAY ;1;7;7;1
THURSDAY ;3;4;6;1
FRIDAY   ;3;44;6;1
SUNDAY   ;4;28;6;1
SUNDAY   ;10;110;13;1
THURSDAY ;8;40;6;1
WEDNESDAY;6;44;6;1
MONDAY   ;5;68;6;1
FRIDAY   ;5;0;6;1
THURSDAY ;7;37;6;1
SUNDAY   ;8;87;6;1
THURSDAY ;5;56;6;1
MONDAY   ;4;12;6;1
THURSDAY ;3;30;6;1
MONDAY   ;4;18;6;1
WEDNESDAY;9;22;6;1
SATURDAY ;9;4;6;1
FRIDAY   ;6;64;6;1
FRIDAY   ;3;36;6;1
SATURDAY ;5;13;6;1
FRIDAY   ;8;1;6;1
SATURDAY ;9;25;6;1
MONDAY   ;4;53;6;1
MONDAY   ;9;7;7;1
SUNDAY   ;9;1;6;1
FRIDAY   ;5;2;6;1
TUESDAY  ;2;19;13;1
THURSDAY ;8;12;6;1
FRIDAY   ;6;25;6;1
WEDNESDAY;3;14;6;1
SATURDAY ;4;15;6;1
MONDAY   ;1;1;7;1
WEDNESDAY;6;14;6;1
TUESDAY  ;9;29;6;1
FRIDAY   ;9;22;6;1
SATURDAY ;10;32;6;1
TUESDAY  ;9;15;6;1
SUNDAY   ;5;12;6;1
SUNDAY   ;7;12;6;1
TUESDAY  ;11;51;6;1
THURSDAY ;9;5;6;1
SUNDAY   ;7;17;1;1
MONDAY   ;8;28;12;1
SUNDAY   ;4;19;1;1
SUNDAY   ;7;13;1;1
WEDNESDAY;6;1;12;1
SATURDAY ;9;10;1;1
SATURDAY ;10;8;13;1
MONDAY   ;9;24;13;1
WEDNESDAY;6;22;13;1
FRIDAY   ;8;1;6;1
WEDNESDAY;5;20;6;1
THURSDAY ;6;30;6;1
TUESDAY  ;5;20;6;1
WEDNESDAY;10;13;6;1
MONDAY   ;9;9;6;1
WEDNESDAY;11;38;6;1
SUNDAY   ;7;39;6;1
WEDNESDAY;11;31;6;1
WEDNESDAY;11;16;6;1
MONDAY   ;7;7;6;1
TUESDAY  ;7;77;6;1
SATURDAY ;11;33;6;1
WEDNESDAY;12;67;6;1
FRIDAY   ;6;37;6;1
THURSDAY ;5;41;6;1
WEDNESDAY;10;10;6;1
THURSDAY ;4;53;6;1
THURSDAY ;9;75;6;1
SUNDAY   ;11;105;6;1
SATURDAY ;9;28;6;1
SUNDAY   ;10;38;6;1
TUESDAY  ;3;14;6;1
FRIDAY   ;4;17;6;1
MONDAY   ;9;22;6;1
MONDAY   ;8;44;6;1
SUNDAY   ;10;29;6;1
FRIDAY   ;3;20;6;1
