;adults;children;leaddays;lengthofstay;arrivaldateweekday;channel;language;currency;cluster
7491;2000;0;0;1;saturday;mobileweb;en-us;others;Transient
7492;2000;0;0;1;saturday;mobileweb;fr-fr;usd;Transient
7493;2000;0;0;1;saturday;mobileweb;fr-fr;eur;Transient
7494;2000;0;0;1;saturday;mobileweb;fr-fr;gbp;Transient
7495;2000;0;0;1;saturday;mobileweb;fr-fr;others;Transient
7496;2000;0;0;1;saturday;mobileweb;de-de;usd;Transient
7497;2000;0;0;1;saturday;mobileweb;de-de;eur;Transient
7498;2000;0;0;1;saturday;mobileweb;de-de;gbp;Transient
7499;2000;0;0;1;saturday;mobileweb;de-de;others;Transient
7500;2000;0;0;1;saturday;mobileweb;it-it;usd;Transient
7501;2000;0;0;1;saturday;mobileweb;it-it;eur;Transient
7502;2000;0;0;1;saturday;mobileweb;it-it;gbp;Transient
7503;2000;0;0;1;saturday;mobileweb;it-it;others;Transient
7504;2000;0;0;1;saturday;mobileweb;es-es;usd;Transient
7505;2000;0;0;1;saturday;mobileweb;es-es;eur;Transient
7506;2000;0;0;1;saturday;mobileweb;es-es;gbp;Transient
7507;2000;0;0;1;saturday;mobileweb;es-es;others;Transient
7508;2000;0;0;1;saturday;mobileweb;others;usd;Transient
7509;2000;0;0;1;saturday;mobileweb;others;eur;Transient
7510;2000;0;0;1;saturday;mobileweb;others;gbp;Transient
7511;2000;0;0;1;saturday;mobileweb;others;others;Transient
7512;2000;0;0;1;saturday;gds;en-us;usd;Transient
7513;2000;0;0;1;saturday;gds;en-us;eur;Transient
7514;2000;0;0;1;saturday;gds;en-us;gbp;Transient
7515;2000;0;0;1;saturday;gds;en-us;others;Transient
7516;2000;0;0;1;saturday;gds;fr-fr;usd;Transient
7517;2000;0;0;1;saturday;gds;fr-fr;eur;Transient
7518;2000;0;0;1;saturday;gds;fr-fr;gbp;Transient
7519;2000;0;0;1;saturday;gds;fr-fr;others;Transient
7520;2000;0;0;1;saturday;gds;de-de;usd;Transient
7521;2000;0;0;1;saturday;gds;de-de;eur;Transient
7522;2000;0;0;1;saturday;gds;de-de;gbp;Transient
7523;2000;0;0;1;saturday;gds;de-de;others;Transient
7524;2000;0;0;1;saturday;gds;it-it;usd;Transient
7525;2000;0;0;1;saturday;gds;it-it;eur;Transient
7526;2000;0;0;1;saturday;gds;it-it;gbp;Transient
7527;2000;0;0;1;saturday;gds;it-it;others;Transient
7528;2000;0;0;1;saturday;gds;es-es;usd;Transient
7529;2000;0;0;1;saturday;gds;es-es;eur;Transient
7530;2000;0;0;1;saturday;gds;es-es;gbp;Transient
7531;2000;0;0;1;saturday;gds;es-es;others;Transient
7532;2000;0;0;1;saturday;gds;others;usd;Transient
7533;2000;0;0;1;saturday;gds;others;eur;Transient
7534;2000;0;0;1;saturday;gds;others;gbp;Transient
7535;2000;0;0;1;saturday;gds;others;others;Transient
7536;2000;0;0;1;saturday;others;en-us;usd;Transient
7537;2000;0;0;1;saturday;others;en-us;eur;Transient
7538;2000;0;0;1;saturday;others;en-us;gbp;Transient
7539;2000;0;0;1;saturday;others;en-us;others;Transient
7540;2000;0;0;1;saturday;others;fr-fr;usd;Transient
7541;2000;0;0;1;saturday;others;fr-fr;eur;Transient
7542;2000;0;0;1;saturday;others;fr-fr;gbp;Transient
7543;2000;0;0;1;saturday;others;fr-fr;others;Transient
7544;2000;0;0;1;saturday;others;de-de;usd;Transient
7545;2000;0;0;1;saturday;others;de-de;eur;Transient
7546;2000;0;0;1;saturday;others;de-de;gbp;Transient
7547;2000;0;0;1;saturday;others;de-de;others;Transient
7548;2000;0;0;1;saturday;others;it-it;usd;Transient
7549;2000;0;0;1;saturday;others;it-it;eur;Transient
7550;2000;0;0;1;saturday;others;it-it;gbp;Transient
7551;2000;0;0;1;saturday;others;it-it;others;Transient
7552;2000;0;0;1;saturday;others;es-es;usd;Transient
7553;2000;0;0;1;saturday;others;es-es;eur;Transient
7554;2000;0;0;1;saturday;others;es-es;gbp;Transient
7555;2000;0;0;1;saturday;others;es-es;others;Transient
7556;2000;0;0;1;saturday;others;others;usd;Transient
7557;2000;0;0;1;saturday;others;others;eur;Transient
7558;2000;0;0;1;saturday;others;others;gbp;Transient
7559;2000;0;0;1;saturday;others;others;others;Transient
7560;2000;0;0;1;sunday;web;en-us;usd;Transient
7561;2000;0;0;1;sunday;web;en-us;eur;Transient
7562;2000;0;0;1;sunday;web;en-us;gbp;Transient
7563;2000;0;0;1;sunday;web;en-us;others;Transient
7564;2000;0;0;1;sunday;web;fr-fr;usd;Transient
7565;2000;0;0;1;sunday;web;fr-fr;eur;Transient
7566;2000;0;0;1;sunday;web;fr-fr;gbp;Transient
7567;2000;0;0;1;sunday;web;fr-fr;others;Transient
7568;2000;0;0;1;sunday;web;de-de;usd;Transient
7569;2000;0;0;1;sunday;web;de-de;eur;Transient
7570;2000;0;0;1;sunday;web;de-de;gbp;Transient
7571;2000;0;0;1;sunday;web;de-de;others;Transient
7572;2000;0;0;1;sunday;web;it-it;usd;Transient
7573;2000;0;0;1;sunday;web;it-it;eur;Transient
7574;2000;0;0;1;sunday;web;it-it;gbp;Transient
7575;2000;0;0;1;sunday;web;it-it;others;Transient
7576;2000;0;0;1;sunday;web;es-es;usd;Transient
7577;2000;0;0;1;sunday;web;es-es;eur;Transient
7578;2000;0;0;1;sunday;web;es-es;gbp;Transient
7579;2000;0;0;1;sunday;web;es-es;others;Transient
7580;2000;0;0;1;sunday;web;others;usd;Transient
7581;2000;0;0;1;sunday;web;others;eur;Transient
7582;2000;0;0;1;sunday;web;others;gbp;Transient
7583;2000;0;0;1;sunday;web;others;others;Transient
7584;2000;0;0;1;sunday;sbe;en-us;usd;Transient
7585;2000;0;0;1;sunday;sbe;en-us;eur;Transient
7586;2000;0;0;1;sunday;sbe;en-us;gbp;Transient
7587;2000;0;0;1;sunday;sbe;en-us;others;Transient
7588;2000;0;0;1;sunday;sbe;fr-fr;usd;Transient
7589;2000;0;0;1;sunday;sbe;fr-fr;eur;Transient
7590;2000;0;0;1;sunday;sbe;fr-fr;gbp;Transient
7591;2000;0;0;1;sunday;sbe;fr-fr;others;Transient
7592;2000;0;0;1;sunday;sbe;de-de;usd;Transient
7593;2000;0;0;1;sunday;sbe;de-de;eur;Transient
7594;2000;0;0;1;sunday;sbe;de-de;gbp;Transient
7595;2000;0;0;1;sunday;sbe;de-de;others;Transient
7596;2000;0;0;1;sunday;sbe;it-it;usd;Transient
7597;2000;0;0;1;sunday;sbe;it-it;eur;Transient
7598;2000;0;0;1;sunday;sbe;it-it;gbp;Transient
7599;2000;0;0;1;sunday;sbe;it-it;others;Transient
7600;2000;0;0;1;sunday;sbe;es-es;usd;Transient
7601;2000;0;0;1;sunday;sbe;es-es;eur;Transient
7602;2000;0;0;1;sunday;sbe;es-es;gbp;Transient
7603;2000;0;0;1;sunday;sbe;es-es;others;Transient
7604;2000;0;0;1;sunday;sbe;others;usd;Transient
7605;2000;0;0;1;sunday;sbe;others;eur;Transient
7606;2000;0;0;1;sunday;sbe;others;gbp;Transient
7607;2000;0;0;1;sunday;sbe;others;others;Transient
7608;2000;0;0;1;sunday;mobileweb;en-us;usd;Transient
7609;2000;0;0;1;sunday;mobileweb;en-us;eur;Transient
7610;2000;0;0;1;sunday;mobileweb;en-us;gbp;Transient
7611;2000;0;0;1;sunday;mobileweb;en-us;others;Transient
7612;2000;0;0;1;sunday;mobileweb;fr-fr;usd;Transient
7613;2000;0;0;1;sunday;mobileweb;fr-fr;eur;Transient
7614;2000;0;0;1;sunday;mobileweb;fr-fr;gbp;Transient
7615;2000;0;0;1;sunday;mobileweb;fr-fr;others;Transient
7616;2000;0;0;1;sunday;mobileweb;de-de;usd;Transient
7617;2000;0;0;1;sunday;mobileweb;de-de;eur;Transient
7618;2000;0;0;1;sunday;mobileweb;de-de;gbp;Transient
7619;2000;0;0;1;sunday;mobileweb;de-de;others;Transient
7620;2000;0;0;1;sunday;mobileweb;it-it;usd;Transient
7621;2000;0;0;1;sunday;mobileweb;it-it;eur;Transient
7622;2000;0;0;1;sunday;mobileweb;it-it;gbp;Transient
7623;2000;0;0;1;sunday;mobileweb;it-it;others;Transient
7624;2000;0;0;1;sunday;mobileweb;es-es;usd;Transient
7625;2000;0;0;1;sunday;mobileweb;es-es;eur;Transient
7626;2000;0;0;1;sunday;mobileweb;es-es;gbp;Transient
7627;2000;0;0;1;sunday;mobileweb;es-es;others;Transient
7628;2000;0;0;1;sunday;mobileweb;others;usd;Transient
7629;2000;0;0;1;sunday;mobileweb;others;eur;Transient
7630;2000;0;0;1;sunday;mobileweb;others;gbp;Transient
7631;2000;0;0;1;sunday;mobileweb;others;others;Transient
7632;2000;0;0;1;sunday;gds;en-us;usd;Transient
7633;2000;0;0;1;sunday;gds;en-us;eur;Transient
7634;2000;0;0;1;sunday;gds;en-us;gbp;Transient
7635;2000;0;0;1;sunday;gds;en-us;others;Transient
7636;2000;0;0;1;sunday;gds;fr-fr;usd;Transient
7637;2000;0;0;1;sunday;gds;fr-fr;eur;Transient
7638;2000;0;0;1;sunday;gds;fr-fr;gbp;Transient
7639;2000;0;0;1;sunday;gds;fr-fr;others;Transient
7640;2000;0;0;1;sunday;gds;de-de;usd;Transient
7641;2000;0;0;1;sunday;gds;de-de;eur;Transient
7642;2000;0;0;1;sunday;gds;de-de;gbp;Transient
7643;2000;0;0;1;sunday;gds;de-de;others;Transient
7644;2000;0;0;1;sunday;gds;it-it;usd;Transient
7645;2000;0;0;1;sunday;gds;it-it;eur;Transient
7646;2000;0;0;1;sunday;gds;it-it;gbp;Transient
7647;2000;0;0;1;sunday;gds;it-it;others;Transient
7648;2000;0;0;1;sunday;gds;es-es;usd;Transient
7649;2000;0;0;1;sunday;gds;es-es;eur;Transient
7650;2000;0;0;1;sunday;gds;es-es;gbp;Transient
7651;2000;0;0;1;sunday;gds;es-es;others;Transient
7652;2000;0;0;1;sunday;gds;others;usd;Transient
7653;2000;0;0;1;sunday;gds;others;eur;Transient
7654;2000;0;0;1;sunday;gds;others;gbp;Transient
7655;2000;0;0;1;sunday;gds;others;others;Transient
7656;2000;0;0;1;sunday;others;en-us;usd;Transient
7657;2000;0;0;1;sunday;others;en-us;eur;Transient
7658;2000;0;0;1;sunday;others;en-us;gbp;Transient
7659;2000;0;0;1;sunday;others;en-us;others;Transient
7660;2000;0;0;1;sunday;others;fr-fr;usd;Transient
7661;2000;0;0;1;sunday;others;fr-fr;eur;Transient
7662;2000;0;0;1;sunday;others;fr-fr;gbp;Transient
7663;2000;0;0;1;sunday;others;fr-fr;others;Transient
7664;2000;0;0;1;sunday;others;de-de;usd;Transient
7665;2000;0;0;1;sunday;others;de-de;eur;Transient
7666;2000;0;0;1;sunday;others;de-de;gbp;Transient
7667;2000;0;0;1;sunday;others;de-de;others;Transient
7668;2000;0;0;1;sunday;others;it-it;usd;Transient
7669;2000;0;0;1;sunday;others;it-it;eur;Transient
7670;2000;0;0;1;sunday;others;it-it;gbp;Transient
7671;2000;0;0;1;sunday;others;it-it;others;Transient
7672;2000;0;0;1;sunday;others;es-es;usd;Transient
7673;2000;0;0;1;sunday;others;es-es;eur;Transient
7674;2000;0;0;1;sunday;others;es-es;gbp;Transient
7675;2000;0;0;1;sunday;others;es-es;others;Transient
7676;2000;0;0;1;sunday;others;others;usd;Transient
7677;2000;0;0;1;sunday;others;others;eur;Transient
7678;2000;0;0;1;sunday;others;others;gbp;Transient
7679;2000;0;0;1;sunday;others;others;others;Transient
7680;2000;0;0;1;monday;web;en-us;usd;Transient
7681;2000;0;0;1;monday;web;en-us;eur;Transient
7682;2000;0;0;1;monday;web;en-us;gbp;Transient
7683;2000;0;0;1;monday;web;en-us;others;Transient
7684;2000;0;0;1;monday;web;fr-fr;usd;Transient
7685;2000;0;0;1;monday;web;fr-fr;eur;Transient
7686;2000;0;0;1;monday;web;fr-fr;gbp;Transient
7687;2000;0;0;1;monday;web;fr-fr;others;Transient
7688;2000;0;0;1;monday;web;de-de;usd;Transient
7689;2000;0;0;1;monday;web;de-de;eur;Transient
7690;2000;0;0;1;monday;web;de-de;gbp;Transient
7691;2000;0;0;1;monday;web;de-de;others;Transient
7692;2000;0;0;1;monday;web;it-it;usd;Transient
7693;2000;0;0;1;monday;web;it-it;eur;Transient
7694;2000;0;0;1;monday;web;it-it;gbp;Transient
7695;2000;0;0;1;monday;web;it-it;others;Transient
7696;2000;0;0;1;monday;web;es-es;usd;Transient
7697;2000;0;0;1;monday;web;es-es;eur;Transient
7698;2000;0;0;1;monday;web;es-es;gbp;Transient
7699;2000;0;0;1;monday;web;es-es;others;Transient
7700;2000;0;0;1;monday;web;others;usd;Transient
7701;2000;0;0;1;monday;web;others;eur;Transient
7702;2000;0;0;1;monday;web;others;gbp;Transient
7703;2000;0;0;1;monday;web;others;others;Transient
7704;2000;0;0;1;monday;sbe;en-us;usd;Transient
7705;2000;0;0;1;monday;sbe;en-us;eur;Transient
7706;2000;0;0;1;monday;sbe;en-us;gbp;Transient
7707;2000;0;0;1;monday;sbe;en-us;others;Transient
7708;2000;0;0;1;monday;sbe;fr-fr;usd;Transient
7709;2000;0;0;1;monday;sbe;fr-fr;eur;Transient
7710;2000;0;0;1;monday;sbe;fr-fr;gbp;Transient
7711;2000;0;0;1;monday;sbe;fr-fr;others;Transient
7712;2000;0;0;1;monday;sbe;de-de;usd;Transient
7713;2000;0;0;1;monday;sbe;de-de;eur;Transient
7714;2000;0;0;1;monday;sbe;de-de;gbp;Transient
7715;2000;0;0;1;monday;sbe;de-de;others;Transient
7716;2000;0;0;1;monday;sbe;it-it;usd;Transient
7717;2000;0;0;1;monday;sbe;it-it;eur;Transient
7718;2000;0;0;1;monday;sbe;it-it;gbp;Transient
7719;2000;0;0;1;monday;sbe;it-it;others;Transient
7720;2000;0;0;1;monday;sbe;es-es;usd;Transient
7721;2000;0;0;1;monday;sbe;es-es;eur;Transient
7722;2000;0;0;1;monday;sbe;es-es;gbp;Transient
7723;2000;0;0;1;monday;sbe;es-es;others;Transient
7724;2000;0;0;1;monday;sbe;others;usd;Transient
7725;2000;0;0;1;monday;sbe;others;eur;Transient
7726;2000;0;0;1;monday;sbe;others;gbp;Transient
7727;2000;0;0;1;monday;sbe;others;others;Transient
7728;2000;0;0;1;monday;mobileweb;en-us;usd;Transient
7729;2000;0;0;1;monday;mobileweb;en-us;eur;Transient
7730;2000;0;0;1;monday;mobileweb;en-us;gbp;Transient
7731;2000;0;0;1;monday;mobileweb;en-us;others;Transient
7732;2000;0;0;1;monday;mobileweb;fr-fr;usd;Transient
7733;2000;0;0;1;monday;mobileweb;fr-fr;eur;Transient
7734;2000;0;0;1;monday;mobileweb;fr-fr;gbp;Transient
7735;2000;0;0;1;monday;mobileweb;fr-fr;others;Transient
7736;2000;0;0;1;monday;mobileweb;de-de;usd;Transient
7737;2000;0;0;1;monday;mobileweb;de-de;eur;Transient
7738;2000;0;0;1;monday;mobileweb;de-de;gbp;Transient
7739;2000;0;0;1;monday;mobileweb;de-de;others;Transient
7740;2000;0;0;1;monday;mobileweb;it-it;usd;Transient
7741;2000;0;0;1;monday;mobileweb;it-it;eur;Transient
7742;2000;0;0;1;monday;mobileweb;it-it;gbp;Transient
7743;2000;0;0;1;monday;mobileweb;it-it;others;Transient
7744;2000;0;0;1;monday;mobileweb;es-es;usd;Transient
7745;2000;0;0;1;monday;mobileweb;es-es;eur;Transient
7746;2000;0;0;1;monday;mobileweb;es-es;gbp;Transient
7747;2000;0;0;1;monday;mobileweb;es-es;others;Transient
7748;2000;0;0;1;monday;mobileweb;others;usd;Transient
7749;2000;0;0;1;monday;mobileweb;others;eur;Transient
7750;2000;0;0;1;monday;mobileweb;others;gbp;Transient
7751;2000;0;0;1;monday;mobileweb;others;others;Transient
7752;2000;0;0;1;monday;gds;en-us;usd;Transient
7753;2000;0;0;1;monday;gds;en-us;eur;Transient
7754;2000;0;0;1;monday;gds;en-us;gbp;Transient
7755;2000;0;0;1;monday;gds;en-us;others;Transient
7756;2000;0;0;1;monday;gds;fr-fr;usd;Transient
7757;2000;0;0;1;monday;gds;fr-fr;eur;Transient
7758;2000;0;0;1;monday;gds;fr-fr;gbp;Transient
7759;2000;0;0;1;monday;gds;fr-fr;others;Transient
7760;2000;0;0;1;monday;gds;de-de;usd;Transient
7761;2000;0;0;1;monday;gds;de-de;eur;Transient
7762;2000;0;0;1;monday;gds;de-de;gbp;Transient
7763;2000;0;0;1;monday;gds;de-de;others;Transient
7764;2000;0;0;1;monday;gds;it-it;usd;Transient
7765;2000;0;0;1;monday;gds;it-it;eur;Transient
7766;2000;0;0;1;monday;gds;it-it;gbp;Transient
7767;2000;0;0;1;monday;gds;it-it;others;Transient
7768;2000;0;0;1;monday;gds;es-es;usd;Transient
7769;2000;0;0;1;monday;gds;es-es;eur;Transient
7770;2000;0;0;1;monday;gds;es-es;gbp;Transient
7771;2000;0;0;1;monday;gds;es-es;others;Transient
7772;2000;0;0;1;monday;gds;others;usd;Transient
7773;2000;0;0;1;monday;gds;others;eur;Transient
7774;2000;0;0;1;monday;gds;others;gbp;Transient
7775;2000;0;0;1;monday;gds;others;others;Transient
7776;2000;0;0;1;monday;others;en-us;usd;Transient
7777;2000;0;0;1;monday;others;en-us;eur;Transient
7778;2000;0;0;1;monday;others;en-us;gbp;Transient
7779;2000;0;0;1;monday;others;en-us;others;Transient
7780;2000;0;0;1;monday;others;fr-fr;usd;Transient
7781;2000;0;0;1;monday;others;fr-fr;eur;Transient
7782;2000;0;0;1;monday;others;fr-fr;gbp;Transient
7783;2000;0;0;1;monday;others;fr-fr;others;Transient
7784;2000;0;0;1;monday;others;de-de;usd;Transient
7785;2000;0;0;1;monday;others;de-de;eur;Transient
7786;2000;0;0;1;monday;others;de-de;gbp;Transient
7787;2000;0;0;1;monday;others;de-de;others;Transient
7788;2000;0;0;1;monday;others;it-it;usd;Transient
7789;2000;0;0;1;monday;others;it-it;eur;Transient
7790;2000;0;0;1;monday;others;it-it;gbp;Transient
7791;2000;0;0;1;monday;others;it-it;others;Transient
7792;2000;0;0;1;monday;others;es-es;usd;Transient
7793;2000;0;0;1;monday;others;es-es;eur;Transient
7794;2000;0;0;1;monday;others;es-es;gbp;Transient
7795;2000;0;0;1;monday;others;es-es;others;Transient
7796;2000;0;0;1;monday;others;others;usd;Transient
7797;2000;0;0;1;monday;others;others;eur;Transient
7798;2000;0;0;1;monday;others;others;gbp;Transient
7799;2000;0;0;1;monday;others;others;others;Transient
7800;2000;0;0;1;tuesday;web;en-us;usd;Transient
7801;2000;0;0;1;tuesday;web;en-us;eur;Transient
7802;2000;0;0;1;tuesday;web;en-us;gbp;Transient
7803;2000;0;0;1;tuesday;web;en-us;others;Transient
7804;2000;0;0;1;tuesday;web;fr-fr;usd;Transient
7805;2000;0;0;1;tuesday;web;fr-fr;eur;Transient
7806;2000;0;0;1;tuesday;web;fr-fr;gbp;Transient
7807;2000;0;0;1;tuesday;web;fr-fr;others;Transient
7808;2000;0;0;1;tuesday;web;de-de;usd;Transient
7809;2000;0;0;1;tuesday;web;de-de;eur;Transient
7810;2000;0;0;1;tuesday;web;de-de;gbp;Transient
7811;2000;0;0;1;tuesday;web;de-de;others;Transient
7812;2000;0;0;1;tuesday;web;it-it;usd;Transient
7813;2000;0;0;1;tuesday;web;it-it;eur;Transient
7814;2000;0;0;1;tuesday;web;it-it;gbp;Transient
7815;2000;0;0;1;tuesday;web;it-it;others;Transient
7816;2000;0;0;1;tuesday;web;es-es;usd;Transient
7817;2000;0;0;1;tuesday;web;es-es;eur;Transient
7818;2000;0;0;1;tuesday;web;es-es;gbp;Transient
7819;2000;0;0;1;tuesday;web;es-es;others;Transient
7820;2000;0;0;1;tuesday;web;others;usd;Transient
7821;2000;0;0;1;tuesday;web;others;eur;Transient
7822;2000;0;0;1;tuesday;web;others;gbp;Transient
7823;2000;0;0;1;tuesday;web;others;others;Transient
7824;2000;0;0;1;tuesday;sbe;en-us;usd;Transient
7825;2000;0;0;1;tuesday;sbe;en-us;eur;Transient
7826;2000;0;0;1;tuesday;sbe;en-us;gbp;Transient
7827;2000;0;0;1;tuesday;sbe;en-us;others;Transient
7828;2000;0;0;1;tuesday;sbe;fr-fr;usd;Transient
7829;2000;0;0;1;tuesday;sbe;fr-fr;eur;Transient
7830;2000;0;0;1;tuesday;sbe;fr-fr;gbp;Transient
7831;2000;0;0;1;tuesday;sbe;fr-fr;others;Transient
7832;2000;0;0;1;tuesday;sbe;de-de;usd;Transient
7833;2000;0;0;1;tuesday;sbe;de-de;eur;Transient
7834;2000;0;0;1;tuesday;sbe;de-de;gbp;Transient
7835;2000;0;0;1;tuesday;sbe;de-de;others;Transient
7836;2000;0;0;1;tuesday;sbe;it-it;usd;Transient
7837;2000;0;0;1;tuesday;sbe;it-it;eur;Transient
7838;2000;0;0;1;tuesday;sbe;it-it;gbp;Transient
7839;2000;0;0;1;tuesday;sbe;it-it;others;Transient
7840;2000;0;0;1;tuesday;sbe;es-es;usd;Transient
7841;2000;0;0;1;tuesday;sbe;es-es;eur;Transient
7842;2000;0;0;1;tuesday;sbe;es-es;gbp;Transient
7843;2000;0;0;1;tuesday;sbe;es-es;others;Transient
7844;2000;0;0;1;tuesday;sbe;others;usd;Transient
7845;2000;0;0;1;tuesday;sbe;others;eur;Transient
7846;2000;0;0;1;tuesday;sbe;others;gbp;Transient
7847;2000;0;0;1;tuesday;sbe;others;others;Transient
7848;2000;0;0;1;tuesday;mobileweb;en-us;usd;Transient
7849;2000;0;0;1;tuesday;mobileweb;en-us;eur;Transient
7850;2000;0;0;1;tuesday;mobileweb;en-us;gbp;Transient
7851;2000;0;0;1;tuesday;mobileweb;en-us;others;Transient
7852;2000;0;0;1;tuesday;mobileweb;fr-fr;usd;Transient
7853;2000;0;0;1;tuesday;mobileweb;fr-fr;eur;Transient
7854;2000;0;0;1;tuesday;mobileweb;fr-fr;gbp;Transient
7855;2000;0;0;1;tuesday;mobileweb;fr-fr;others;Transient
7856;2000;0;0;1;tuesday;mobileweb;de-de;usd;Transient
7857;2000;0;0;1;tuesday;mobileweb;de-de;eur;Transient
7858;2000;0;0;1;tuesday;mobileweb;de-de;gbp;Transient
7859;2000;0;0;1;tuesday;mobileweb;de-de;others;Transient
7860;2000;0;0;1;tuesday;mobileweb;it-it;usd;Transient
7861;2000;0;0;1;tuesday;mobileweb;it-it;eur;Transient
7862;2000;0;0;1;tuesday;mobileweb;it-it;gbp;Transient
7863;2000;0;0;1;tuesday;mobileweb;it-it;others;Transient
7864;2000;0;0;1;tuesday;mobileweb;es-es;usd;Transient
7865;2000;0;0;1;tuesday;mobileweb;es-es;eur;Transient
7866;2000;0;0;1;tuesday;mobileweb;es-es;gbp;Transient
7867;2000;0;0;1;tuesday;mobileweb;es-es;others;Transient
7868;2000;0;0;1;tuesday;mobileweb;others;usd;Transient
7869;2000;0;0;1;tuesday;mobileweb;others;eur;Transient
7870;2000;0;0;1;tuesday;mobileweb;others;gbp;Transient
7871;2000;0;0;1;tuesday;mobileweb;others;others;Transient
7872;2000;0;0;1;tuesday;gds;en-us;usd;Transient
7873;2000;0;0;1;tuesday;gds;en-us;eur;Transient
7874;2000;0;0;1;tuesday;gds;en-us;gbp;Transient
7875;2000;0;0;1;tuesday;gds;en-us;others;Transient
7876;2000;0;0;1;tuesday;gds;fr-fr;usd;Transient
7877;2000;0;0;1;tuesday;gds;fr-fr;eur;Transient
7878;2000;0;0;1;tuesday;gds;fr-fr;gbp;Transient
7879;2000;0;0;1;tuesday;gds;fr-fr;others;Transient
7880;2000;0;0;1;tuesday;gds;de-de;usd;Transient
7881;2000;0;0;1;tuesday;gds;de-de;eur;Transient
7882;2000;0;0;1;tuesday;gds;de-de;gbp;Transient
7883;2000;0;0;1;tuesday;gds;de-de;others;Transient
7884;2000;0;0;1;tuesday;gds;it-it;usd;Transient
7885;2000;0;0;1;tuesday;gds;it-it;eur;Transient
7886;2000;0;0;1;tuesday;gds;it-it;gbp;Transient
7887;2000;0;0;1;tuesday;gds;it-it;others;Transient
7888;2000;0;0;1;tuesday;gds;es-es;usd;Transient
7889;2000;0;0;1;tuesday;gds;es-es;eur;Transient
7890;2000;0;0;1;tuesday;gds;es-es;gbp;Transient
7891;2000;0;0;1;tuesday;gds;es-es;others;Transient
7892;2000;0;0;1;tuesday;gds;others;usd;Transient
7893;2000;0;0;1;tuesday;gds;others;eur;Transient
7894;2000;0;0;1;tuesday;gds;others;gbp;Transient
7895;2000;0;0;1;tuesday;gds;others;others;Transient
7896;2000;0;0;1;tuesday;others;en-us;usd;Transient
7897;2000;0;0;1;tuesday;others;en-us;eur;Transient
7898;2000;0;0;1;tuesday;others;en-us;gbp;Transient
7899;2000;0;0;1;tuesday;others;en-us;others;Transient
7900;2000;0;0;1;tuesday;others;fr-fr;usd;Transient
7901;2000;0;0;1;tuesday;others;fr-fr;eur;Transient
7902;2000;0;0;1;tuesday;others;fr-fr;gbp;Transient
7903;2000;0;0;1;tuesday;others;fr-fr;others;Transient
7904;2000;0;0;1;tuesday;others;de-de;usd;Transient
7905;2000;0;0;1;tuesday;others;de-de;eur;Transient
7906;2000;0;0;1;tuesday;others;de-de;gbp;Transient
7907;2000;0;0;1;tuesday;others;de-de;others;Transient
7908;2000;0;0;1;tuesday;others;it-it;usd;Transient
7909;2000;0;0;1;tuesday;others;it-it;eur;Transient
7910;2000;0;0;1;tuesday;others;it-it;gbp;Transient
7911;2000;0;0;1;tuesday;others;it-it;others;Transient
7912;2000;0;0;1;tuesday;others;es-es;usd;Transient
7913;2000;0;0;1;tuesday;others;es-es;eur;Transient
7914;2000;0;0;1;tuesday;others;es-es;gbp;Transient
7915;2000;0;0;1;tuesday;others;es-es;others;Transient
7916;2000;0;0;1;tuesday;others;others;usd;Transient
7917;2000;0;0;1;tuesday;others;others;eur;Transient
7918;2000;0;0;1;tuesday;others;others;gbp;Transient
7919;2000;0;0;1;tuesday;others;others;others;Transient
7920;2000;0;0;1;wednesday;web;en-us;usd;Transient
7921;2000;0;0;1;wednesday;web;en-us;eur;Transient
7922;2000;0;0;1;wednesday;web;en-us;gbp;Transient
7923;2000;0;0;1;wednesday;web;en-us;others;Transient
7924;2000;0;0;1;wednesday;web;fr-fr;usd;Transient
7925;2000;0;0;1;wednesday;web;fr-fr;eur;Transient
7926;2000;0;0;1;wednesday;web;fr-fr;gbp;Transient
7927;2000;0;0;1;wednesday;web;fr-fr;others;Transient
7928;2000;0;0;1;wednesday;web;de-de;usd;Transient
7929;2000;0;0;1;wednesday;web;de-de;eur;Transient
7930;2000;0;0;1;wednesday;web;de-de;gbp;Transient
7931;2000;0;0;1;wednesday;web;de-de;others;Transient
7932;2000;0;0;1;wednesday;web;it-it;usd;Transient
7933;2000;0;0;1;wednesday;web;it-it;eur;Transient
7934;2000;0;0;1;wednesday;web;it-it;gbp;Transient
7935;2000;0;0;1;wednesday;web;it-it;others;Transient
7936;2000;0;0;1;wednesday;web;es-es;usd;Transient
7937;2000;0;0;1;wednesday;web;es-es;eur;Transient
7938;2000;0;0;1;wednesday;web;es-es;gbp;Transient
7939;2000;0;0;1;wednesday;web;es-es;others;Transient
7940;2000;0;0;1;wednesday;web;others;usd;Transient
7941;2000;0;0;1;wednesday;web;others;eur;Transient
7942;2000;0;0;1;wednesday;web;others;gbp;Transient
7943;2000;0;0;1;wednesday;web;others;others;Transient
7944;2000;0;0;1;wednesday;sbe;en-us;usd;Transient
7945;2000;0;0;1;wednesday;sbe;en-us;eur;Transient
7946;2000;0;0;1;wednesday;sbe;en-us;gbp;Transient
7947;2000;0;0;1;wednesday;sbe;en-us;others;Transient
7948;2000;0;0;1;wednesday;sbe;fr-fr;usd;Transient
