,adults,children,leaddays,lengthofstay,arrivaldateweekday,channel,language,currency,cluster,Predicted_Cluster
17402,1,2000,0,8,friday,web,en-us,gbp,GeneralLongStay,generallongstay
17403,1,2000,0,8,friday,web,en-us,others,GeneralLongStay,generallongstay
17404,1,2000,0,8,friday,web,fr-fr,usd,GeneralLongStay,generallongstay
17405,1,2000,0,8,friday,web,fr-fr,eur,GeneralLongStay,generallongstay
17406,1,2000,0,8,friday,web,fr-fr,gbp,GeneralLongStay,generallongstay
17407,1,2000,0,8,friday,web,fr-fr,others,GeneralLongStay,generallongstay
17408,1,2000,0,8,friday,web,de-de,usd,GeneralLongStay,generallongstay
17409,1,2000,0,8,friday,web,de-de,eur,GeneralLongStay,generallongstay
17410,1,2000,0,8,friday,web,de-de,gbp,GeneralLongStay,generallongstay
17411,1,2000,0,8,friday,web,de-de,others,GeneralLongStay,generallongstay
17412,1,2000,0,8,friday,web,it-it,usd,GeneralLongStay,generallongstay
17413,1,2000,0,8,friday,web,it-it,eur,GeneralLongStay,generallongstay
17414,1,2000,0,8,friday,web,it-it,gbp,GeneralLongStay,generallongstay
17415,1,2000,0,8,friday,web,it-it,others,GeneralLongStay,generallongstay
17416,1,2000,0,8,friday,web,es-es,usd,GeneralLongStay,generallongstay
17417,1,2000,0,8,friday,web,es-es,eur,GeneralLongStay,generallongstay
17418,1,2000,0,8,friday,web,es-es,gbp,GeneralLongStay,generallongstay
17419,1,2000,0,8,friday,web,es-es,others,GeneralLongStay,generallongstay
17420,1,2000,0,8,friday,web,others,usd,GeneralLongStay,generallongstay
17421,1,2000,0,8,friday,web,others,eur,GeneralLongStay,generallongstay
17422,1,2000,0,8,friday,web,others,gbp,GeneralLongStay,generallongstay
17423,1,2000,0,8,friday,web,others,others,GeneralLongStay,generallongstay
17424,1,2000,0,8,friday,sbe,en-us,usd,GeneralLongStay,generallongstay
17425,1,2000,0,8,friday,sbe,en-us,eur,GeneralLongStay,generallongstay
17426,1,2000,0,8,friday,sbe,en-us,gbp,GeneralLongStay,generallongstay
17427,1,2000,0,8,friday,sbe,en-us,others,GeneralLongStay,generallongstay
17428,1,2000,0,8,friday,sbe,fr-fr,usd,GeneralLongStay,generallongstay
17429,1,2000,0,8,friday,sbe,fr-fr,eur,GeneralLongStay,generallongstay
17430,1,2000,0,8,friday,sbe,fr-fr,gbp,GeneralLongStay,generallongstay
17431,1,2000,0,8,friday,sbe,fr-fr,others,GeneralLongStay,generallongstay
17432,1,2000,0,8,friday,sbe,de-de,usd,GeneralLongStay,generallongstay
17433,1,2000,0,8,friday,sbe,de-de,eur,GeneralLongStay,generallongstay
17434,1,2000,0,8,friday,sbe,de-de,gbp,GeneralLongStay,generallongstay
17435,1,2000,0,8,friday,sbe,de-de,others,GeneralLongStay,generallongstay
17436,1,2000,0,8,friday,sbe,it-it,usd,GeneralLongStay,generallongstay
17437,1,2000,0,8,friday,sbe,it-it,eur,GeneralLongStay,generallongstay
17438,1,2000,0,8,friday,sbe,it-it,gbp,GeneralLongStay,generallongstay
17439,1,2000,0,8,friday,sbe,it-it,others,GeneralLongStay,generallongstay
17440,1,2000,0,8,friday,sbe,es-es,usd,GeneralLongStay,generallongstay
17441,1,2000,0,8,friday,sbe,es-es,eur,GeneralLongStay,generallongstay
17442,1,2000,0,8,friday,sbe,es-es,gbp,GeneralLongStay,generallongstay
17443,1,2000,0,8,friday,sbe,es-es,others,GeneralLongStay,generallongstay
17444,1,2000,0,8,friday,sbe,others,usd,GeneralLongStay,generallongstay
17445,1,2000,0,8,friday,sbe,others,eur,GeneralLongStay,generallongstay
17446,1,2000,0,8,friday,sbe,others,gbp,GeneralLongStay,generallongstay
17447,1,2000,0,8,friday,sbe,others,others,GeneralLongStay,generallongstay
17448,1,2000,0,8,friday,mobileweb,en-us,usd,GeneralLongStay,generallongstay
17449,1,2000,0,8,friday,mobileweb,en-us,eur,GeneralLongStay,generallongstay
17450,1,2000,0,8,friday,mobileweb,en-us,gbp,GeneralLongStay,generallongstay
17451,1,2000,0,8,friday,mobileweb,en-us,others,GeneralLongStay,generallongstay
17452,1,2000,0,8,friday,mobileweb,fr-fr,usd,GeneralLongStay,generallongstay
17453,1,2000,0,8,friday,mobileweb,fr-fr,eur,GeneralLongStay,generallongstay
17454,1,2000,0,8,friday,mobileweb,fr-fr,gbp,GeneralLongStay,generallongstay
17455,1,2000,0,8,friday,mobileweb,fr-fr,others,GeneralLongStay,generallongstay
17456,1,2000,0,8,friday,mobileweb,de-de,usd,GeneralLongStay,generallongstay
17457,1,2000,0,8,friday,mobileweb,de-de,eur,GeneralLongStay,generallongstay
17458,1,2000,0,8,friday,mobileweb,de-de,gbp,GeneralLongStay,generallongstay
17459,1,2000,0,8,friday,mobileweb,de-de,others,GeneralLongStay,generallongstay
17460,1,2000,0,8,friday,mobileweb,it-it,usd,GeneralLongStay,generallongstay
17461,1,2000,0,8,friday,mobileweb,it-it,eur,GeneralLongStay,generallongstay
17462,1,2000,0,8,friday,mobileweb,it-it,gbp,GeneralLongStay,generallongstay
17463,1,2000,0,8,friday,mobileweb,it-it,others,GeneralLongStay,generallongstay
17464,1,2000,0,8,friday,mobileweb,es-es,usd,GeneralLongStay,generallongstay
17465,1,2000,0,8,friday,mobileweb,es-es,eur,GeneralLongStay,generallongstay
17466,1,2000,0,8,friday,mobileweb,es-es,gbp,GeneralLongStay,generallongstay
17467,1,2000,0,8,friday,mobileweb,es-es,others,GeneralLongStay,generallongstay
17468,1,2000,0,8,friday,mobileweb,others,usd,GeneralLongStay,generallongstay
17469,1,2000,0,8,friday,mobileweb,others,eur,GeneralLongStay,generallongstay
17470,1,2000,0,8,friday,mobileweb,others,gbp,GeneralLongStay,generallongstay
17471,1,2000,0,8,friday,mobileweb,others,others,GeneralLongStay,generallongstay
17472,1,2000,0,8,friday,gds,en-us,usd,GeneralLongStay,generallongstay
17473,1,2000,0,8,friday,gds,en-us,eur,GeneralLongStay,generallongstay
17474,1,2000,0,8,friday,gds,en-us,gbp,GeneralLongStay,generallongstay
17475,1,2000,0,8,friday,gds,en-us,others,GeneralLongStay,generallongstay
17476,1,2000,0,8,friday,gds,fr-fr,usd,GeneralLongStay,generallongstay
17477,1,2000,0,8,friday,gds,fr-fr,eur,GeneralLongStay,generallongstay
17478,1,2000,0,8,friday,gds,fr-fr,gbp,GeneralLongStay,generallongstay
17479,1,2000,0,8,friday,gds,fr-fr,others,GeneralLongStay,generallongstay
17480,1,2000,0,8,friday,gds,de-de,usd,GeneralLongStay,generallongstay
17481,1,2000,0,8,friday,gds,de-de,eur,GeneralLongStay,generallongstay
17482,1,2000,0,8,friday,gds,de-de,gbp,GeneralLongStay,generallongstay
17483,1,2000,0,8,friday,gds,de-de,others,GeneralLongStay,generallongstay
17484,1,2000,0,8,friday,gds,it-it,usd,GeneralLongStay,generallongstay
17485,1,2000,0,8,friday,gds,it-it,eur,GeneralLongStay,generallongstay
17486,1,2000,0,8,friday,gds,it-it,gbp,GeneralLongStay,generallongstay
17487,1,2000,0,8,friday,gds,it-it,others,GeneralLongStay,generallongstay
17488,1,2000,0,8,friday,gds,es-es,usd,GeneralLongStay,generallongstay
17489,1,2000,0,8,friday,gds,es-es,eur,GeneralLongStay,generallongstay
17490,1,2000,0,8,friday,gds,es-es,gbp,GeneralLongStay,generallongstay
17491,1,2000,0,8,friday,gds,es-es,others,GeneralLongStay,generallongstay
17492,1,2000,0,8,friday,gds,others,usd,GeneralLongStay,generallongstay
17493,1,2000,0,8,friday,gds,others,eur,GeneralLongStay,generallongstay
17494,1,2000,0,8,friday,gds,others,gbp,GeneralLongStay,generallongstay
17495,1,2000,0,8,friday,gds,others,others,GeneralLongStay,generallongstay
17496,1,2000,0,8,friday,others,en-us,usd,GeneralLongStay,generallongstay
17497,1,2000,0,8,friday,others,en-us,eur,GeneralLongStay,generallongstay
17498,1,2000,0,8,friday,others,en-us,gbp,GeneralLongStay,generallongstay
17499,1,2000,0,8,friday,others,en-us,others,GeneralLongStay,generallongstay
17500,1,2000,0,8,friday,others,fr-fr,usd,GeneralLongStay,generallongstay
17501,1,2000,0,8,friday,others,fr-fr,eur,GeneralLongStay,generallongstay
17502,1,2000,0,8,friday,others,fr-fr,gbp,GeneralLongStay,generallongstay
17503,1,2000,0,8,friday,others,fr-fr,others,GeneralLongStay,generallongstay
17504,1,2000,0,8,friday,others,de-de,usd,GeneralLongStay,generallongstay
17505,1,2000,0,8,friday,others,de-de,eur,GeneralLongStay,generallongstay
17506,1,2000,0,8,friday,others,de-de,gbp,GeneralLongStay,generallongstay
17507,1,2000,0,8,friday,others,de-de,others,GeneralLongStay,generallongstay
17508,1,2000,0,8,friday,others,it-it,usd,GeneralLongStay,generallongstay
17509,1,2000,0,8,friday,others,it-it,eur,GeneralLongStay,generallongstay
17510,1,2000,0,8,friday,others,it-it,gbp,GeneralLongStay,generallongstay
17511,1,2000,0,8,friday,others,it-it,others,GeneralLongStay,generallongstay
17512,1,2000,0,8,friday,others,es-es,usd,GeneralLongStay,generallongstay
17513,1,2000,0,8,friday,others,es-es,eur,GeneralLongStay,generallongstay
17514,1,2000,0,8,friday,others,es-es,gbp,GeneralLongStay,generallongstay
17515,1,2000,0,8,friday,others,es-es,others,GeneralLongStay,generallongstay
17516,1,2000,0,8,friday,others,others,usd,GeneralLongStay,generallongstay
17517,1,2000,0,8,friday,others,others,eur,GeneralLongStay,generallongstay
17518,1,2000,0,8,friday,others,others,gbp,GeneralLongStay,generallongstay
17519,1,2000,0,8,friday,others,others,others,GeneralLongStay,generallongstay
17520,1,2000,0,8,saturday,web,en-us,usd,GeneralLongStay,generallongstay
17521,1,2000,0,8,saturday,web,en-us,eur,GeneralLongStay,generallongstay
17522,1,2000,0,8,saturday,web,en-us,gbp,GeneralLongStay,generallongstay
17523,1,2000,0,8,saturday,web,en-us,others,GeneralLongStay,generallongstay
17524,1,2000,0,8,saturday,web,fr-fr,usd,GeneralLongStay,generallongstay
17525,1,2000,0,8,saturday,web,fr-fr,eur,GeneralLongStay,generallongstay
17526,1,2000,0,8,saturday,web,fr-fr,gbp,GeneralLongStay,generallongstay
17527,1,2000,0,8,saturday,web,fr-fr,others,GeneralLongStay,generallongstay
17528,1,2000,0,8,saturday,web,de-de,usd,GeneralLongStay,generallongstay
17529,1,2000,0,8,saturday,web,de-de,eur,GeneralLongStay,generallongstay
17530,1,2000,0,8,saturday,web,de-de,gbp,GeneralLongStay,generallongstay
17531,1,2000,0,8,saturday,web,de-de,others,GeneralLongStay,generallongstay
17532,1,2000,0,8,saturday,web,it-it,usd,GeneralLongStay,generallongstay
17533,1,2000,0,8,saturday,web,it-it,eur,GeneralLongStay,generallongstay
17534,1,2000,0,8,saturday,web,it-it,gbp,GeneralLongStay,generallongstay
17535,1,2000,0,8,saturday,web,it-it,others,GeneralLongStay,generallongstay
17536,1,2000,0,8,saturday,web,es-es,usd,GeneralLongStay,generallongstay
17537,1,2000,0,8,saturday,web,es-es,eur,GeneralLongStay,generallongstay
17538,1,2000,0,8,saturday,web,es-es,gbp,GeneralLongStay,generallongstay
17539,1,2000,0,8,saturday,web,es-es,others,GeneralLongStay,generallongstay
17540,1,2000,0,8,saturday,web,others,usd,GeneralLongStay,generallongstay
17541,1,2000,0,8,saturday,web,others,eur,GeneralLongStay,generallongstay
17542,1,2000,0,8,saturday,web,others,gbp,GeneralLongStay,generallongstay
17543,1,2000,0,8,saturday,web,others,others,GeneralLongStay,generallongstay
17544,1,2000,0,8,saturday,sbe,en-us,usd,GeneralLongStay,generallongstay
17545,1,2000,0,8,saturday,sbe,en-us,eur,GeneralLongStay,generallongstay
17546,1,2000,0,8,saturday,sbe,en-us,gbp,GeneralLongStay,generallongstay
17547,1,2000,0,8,saturday,sbe,en-us,others,GeneralLongStay,generallongstay
17548,1,2000,0,8,saturday,sbe,fr-fr,usd,GeneralLongStay,generallongstay
17549,1,2000,0,8,saturday,sbe,fr-fr,eur,GeneralLongStay,generallongstay
17550,1,2000,0,8,saturday,sbe,fr-fr,gbp,GeneralLongStay,generallongstay
17551,1,2000,0,8,saturday,sbe,fr-fr,others,GeneralLongStay,generallongstay
17552,1,2000,0,8,saturday,sbe,de-de,usd,GeneralLongStay,generallongstay
17553,1,2000,0,8,saturday,sbe,de-de,eur,GeneralLongStay,generallongstay
17554,1,2000,0,8,saturday,sbe,de-de,gbp,GeneralLongStay,generallongstay
17555,1,2000,0,8,saturday,sbe,de-de,others,GeneralLongStay,generallongstay
17556,1,2000,0,8,saturday,sbe,it-it,usd,GeneralLongStay,generallongstay
17557,1,2000,0,8,saturday,sbe,it-it,eur,GeneralLongStay,generallongstay
17558,1,2000,0,8,saturday,sbe,it-it,gbp,GeneralLongStay,generallongstay
17559,1,2000,0,8,saturday,sbe,it-it,others,GeneralLongStay,generallongstay
17560,1,2000,0,8,saturday,sbe,es-es,usd,GeneralLongStay,generallongstay
17561,1,2000,0,8,saturday,sbe,es-es,eur,GeneralLongStay,generallongstay
17562,1,2000,0,8,saturday,sbe,es-es,gbp,GeneralLongStay,generallongstay
17563,1,2000,0,8,saturday,sbe,es-es,others,GeneralLongStay,generallongstay
17564,1,2000,0,8,saturday,sbe,others,usd,GeneralLongStay,generallongstay
17565,1,2000,0,8,saturday,sbe,others,eur,GeneralLongStay,generallongstay
17566,1,2000,0,8,saturday,sbe,others,gbp,GeneralLongStay,generallongstay
17567,1,2000,0,8,saturday,sbe,others,others,GeneralLongStay,generallongstay
17568,1,2000,0,8,saturday,mobileweb,en-us,usd,GeneralLongStay,generallongstay
17569,1,2000,0,8,saturday,mobileweb,en-us,eur,GeneralLongStay,generallongstay
17570,1,2000,0,8,saturday,mobileweb,en-us,gbp,GeneralLongStay,generallongstay
17571,1,2000,0,8,saturday,mobileweb,en-us,others,GeneralLongStay,generallongstay
17572,1,2000,0,8,saturday,mobileweb,fr-fr,usd,GeneralLongStay,generallongstay
17573,1,2000,0,8,saturday,mobileweb,fr-fr,eur,GeneralLongStay,generallongstay
17574,1,2000,0,8,saturday,mobileweb,fr-fr,gbp,GeneralLongStay,generallongstay
17575,1,2000,0,8,saturday,mobileweb,fr-fr,others,GeneralLongStay,generallongstay
17576,1,2000,0,8,saturday,mobileweb,de-de,usd,GeneralLongStay,generallongstay
17577,1,2000,0,8,saturday,mobileweb,de-de,eur,GeneralLongStay,generallongstay
17578,1,2000,0,8,saturday,mobileweb,de-de,gbp,GeneralLongStay,generallongstay
17579,1,2000,0,8,saturday,mobileweb,de-de,others,GeneralLongStay,generallongstay
17580,1,2000,0,8,saturday,mobileweb,it-it,usd,GeneralLongStay,generallongstay
17581,1,2000,0,8,saturday,mobileweb,it-it,eur,GeneralLongStay,generallongstay
17582,1,2000,0,8,saturday,mobileweb,it-it,gbp,GeneralLongStay,generallongstay
17583,1,2000,0,8,saturday,mobileweb,it-it,others,GeneralLongStay,generallongstay
17584,1,2000,0,8,saturday,mobileweb,es-es,usd,GeneralLongStay,generallongstay
17585,1,2000,0,8,saturday,mobileweb,es-es,eur,GeneralLongStay,generallongstay
17586,1,2000,0,8,saturday,mobileweb,es-es,gbp,GeneralLongStay,generallongstay
17587,1,2000,0,8,saturday,mobileweb,es-es,others,GeneralLongStay,generallongstay
17588,1,2000,0,8,saturday,mobileweb,others,usd,GeneralLongStay,generallongstay
17589,1,2000,0,8,saturday,mobileweb,others,eur,GeneralLongStay,generallongstay
17590,1,2000,0,8,saturday,mobileweb,others,gbp,GeneralLongStay,generallongstay
17591,1,2000,0,8,saturday,mobileweb,others,others,GeneralLongStay,generallongstay
17592,1,2000,0,8,saturday,gds,en-us,usd,GeneralLongStay,generallongstay
17593,1,2000,0,8,saturday,gds,en-us,eur,GeneralLongStay,generallongstay
17594,1,2000,0,8,saturday,gds,en-us,gbp,GeneralLongStay,generallongstay
17595,1,2000,0,8,saturday,gds,en-us,others,GeneralLongStay,generallongstay
17596,1,2000,0,8,saturday,gds,fr-fr,usd,GeneralLongStay,generallongstay
17597,1,2000,0,8,saturday,gds,fr-fr,eur,GeneralLongStay,generallongstay
17598,1,2000,0,8,saturday,gds,fr-fr,gbp,GeneralLongStay,generallongstay
17599,1,2000,0,8,saturday,gds,fr-fr,others,GeneralLongStay,generallongstay
17600,1,2000,0,8,saturday,gds,de-de,usd,GeneralLongStay,generallongstay
17601,1,2000,0,8,saturday,gds,de-de,eur,GeneralLongStay,generallongstay
17602,1,2000,0,8,saturday,gds,de-de,gbp,GeneralLongStay,generallongstay
17603,1,2000,0,8,saturday,gds,de-de,others,GeneralLongStay,generallongstay
17604,1,2000,0,8,saturday,gds,it-it,usd,GeneralLongStay,generallongstay
17605,1,2000,0,8,saturday,gds,it-it,eur,GeneralLongStay,generallongstay
17606,1,2000,0,8,saturday,gds,it-it,gbp,GeneralLongStay,generallongstay
17607,1,2000,0,8,saturday,gds,it-it,others,GeneralLongStay,generallongstay
17608,1,2000,0,8,saturday,gds,es-es,usd,GeneralLongStay,generallongstay
17609,1,2000,0,8,saturday,gds,es-es,eur,GeneralLongStay,generallongstay
17610,1,2000,0,8,saturday,gds,es-es,gbp,GeneralLongStay,generallongstay
17611,1,2000,0,8,saturday,gds,es-es,others,GeneralLongStay,generallongstay
17612,1,2000,0,8,saturday,gds,others,usd,GeneralLongStay,generallongstay
17613,1,2000,0,8,saturday,gds,others,eur,GeneralLongStay,generallongstay
17614,1,2000,0,8,saturday,gds,others,gbp,GeneralLongStay,generallongstay
17615,1,2000,0,8,saturday,gds,others,others,GeneralLongStay,generallongstay
17616,1,2000,0,8,saturday,others,en-us,usd,GeneralLongStay,generallongstay
17617,1,2000,0,8,saturday,others,en-us,eur,GeneralLongStay,generallongstay
17618,1,2000,0,8,saturday,others,en-us,gbp,GeneralLongStay,generallongstay
17619,1,2000,0,8,saturday,others,en-us,others,GeneralLongStay,generallongstay
17620,1,2000,0,8,saturday,others,fr-fr,usd,GeneralLongStay,generallongstay
17621,1,2000,0,8,saturday,others,fr-fr,eur,GeneralLongStay,generallongstay
17622,1,2000,0,8,saturday,others,fr-fr,gbp,GeneralLongStay,generallongstay
17623,1,2000,0,8,saturday,others,fr-fr,others,GeneralLongStay,generallongstay
17624,1,2000,0,8,saturday,others,de-de,usd,GeneralLongStay,generallongstay
17625,1,2000,0,8,saturday,others,de-de,eur,GeneralLongStay,generallongstay
17626,1,2000,0,8,saturday,others,de-de,gbp,GeneralLongStay,generallongstay
17627,1,2000,0,8,saturday,others,de-de,others,GeneralLongStay,generallongstay
17628,1,2000,0,8,saturday,others,it-it,usd,GeneralLongStay,generallongstay
17629,1,2000,0,8,saturday,others,it-it,eur,GeneralLongStay,generallongstay
17630,1,2000,0,8,saturday,others,it-it,gbp,GeneralLongStay,generallongstay
17631,1,2000,0,8,saturday,others,it-it,others,GeneralLongStay,generallongstay
17632,1,2000,0,8,saturday,others,es-es,usd,GeneralLongStay,generallongstay
17633,1,2000,0,8,saturday,others,es-es,eur,GeneralLongStay,generallongstay
17634,1,2000,0,8,saturday,others,es-es,gbp,GeneralLongStay,generallongstay
17635,1,2000,0,8,saturday,others,es-es,others,GeneralLongStay,generallongstay
17636,1,2000,0,8,saturday,others,others,usd,GeneralLongStay,generallongstay
17637,1,2000,0,8,saturday,others,others,eur,GeneralLongStay,generallongstay
17638,1,2000,0,8,saturday,others,others,gbp,GeneralLongStay,generallongstay
17639,1,2000,0,8,saturday,others,others,others,GeneralLongStay,generallongstay
17640,1,2000,0,400,sunday,web,en-us,usd,GeneralLongStay,generallongstay
17641,1,2000,0,400,sunday,web,en-us,eur,GeneralLongStay,generallongstay
17642,1,2000,0,400,sunday,web,en-us,gbp,GeneralLongStay,generallongstay
17643,1,2000,0,400,sunday,web,en-us,others,GeneralLongStay,generallongstay
17644,1,2000,0,400,sunday,web,fr-fr,usd,GeneralLongStay,generallongstay
17645,1,2000,0,400,sunday,web,fr-fr,eur,GeneralLongStay,generallongstay
17646,1,2000,0,400,sunday,web,fr-fr,gbp,GeneralLongStay,generallongstay
17647,1,2000,0,400,sunday,web,fr-fr,others,GeneralLongStay,generallongstay
17648,1,2000,0,400,sunday,web,de-de,usd,GeneralLongStay,generallongstay
17649,1,2000,0,400,sunday,web,de-de,eur,GeneralLongStay,generallongstay
17650,1,2000,0,400,sunday,web,de-de,gbp,GeneralLongStay,generallongstay
17651,1,2000,0,400,sunday,web,de-de,others,GeneralLongStay,generallongstay
17652,1,2000,0,400,sunday,web,it-it,usd,GeneralLongStay,generallongstay
17653,1,2000,0,400,sunday,web,it-it,eur,GeneralLongStay,generallongstay
17654,1,2000,0,400,sunday,web,it-it,gbp,GeneralLongStay,generallongstay
17655,1,2000,0,400,sunday,web,it-it,others,GeneralLongStay,generallongstay
17656,1,2000,0,400,sunday,web,es-es,usd,GeneralLongStay,generallongstay
17657,1,2000,0,400,sunday,web,es-es,eur,GeneralLongStay,generallongstay
17658,1,2000,0,400,sunday,web,es-es,gbp,GeneralLongStay,generallongstay
17659,1,2000,0,400,sunday,web,es-es,others,GeneralLongStay,generallongstay
17660,1,2000,0,400,sunday,web,others,usd,GeneralLongStay,generallongstay
17661,1,2000,0,400,sunday,web,others,eur,GeneralLongStay,generallongstay
17662,1,2000,0,400,sunday,web,others,gbp,GeneralLongStay,generallongstay
17663,1,2000,0,400,sunday,web,others,others,GeneralLongStay,generallongstay
17664,1,2000,0,400,sunday,sbe,en-us,usd,GeneralLongStay,generallongstay
17665,1,2000,0,400,sunday,sbe,en-us,eur,GeneralLongStay,generallongstay
17666,1,2000,0,400,sunday,sbe,en-us,gbp,GeneralLongStay,generallongstay
17667,1,2000,0,400,sunday,sbe,en-us,others,GeneralLongStay,generallongstay
17668,1,2000,0,400,sunday,sbe,fr-fr,usd,GeneralLongStay,generallongstay
17669,1,2000,0,400,sunday,sbe,fr-fr,eur,GeneralLongStay,generallongstay
17670,1,2000,0,400,sunday,sbe,fr-fr,gbp,GeneralLongStay,generallongstay
17671,1,2000,0,400,sunday,sbe,fr-fr,others,GeneralLongStay,generallongstay
17672,1,2000,0,400,sunday,sbe,de-de,usd,GeneralLongStay,generallongstay
17673,1,2000,0,400,sunday,sbe,de-de,eur,GeneralLongStay,generallongstay
17674,1,2000,0,400,sunday,sbe,de-de,gbp,GeneralLongStay,generallongstay
17675,1,2000,0,400,sunday,sbe,de-de,others,GeneralLongStay,generallongstay
17676,1,2000,0,400,sunday,sbe,it-it,usd,GeneralLongStay,generallongstay
17677,1,2000,0,400,sunday,sbe,it-it,eur,GeneralLongStay,generallongstay
17678,1,2000,0,400,sunday,sbe,it-it,gbp,GeneralLongStay,generallongstay
17679,1,2000,0,400,sunday,sbe,it-it,others,GeneralLongStay,generallongstay
17680,1,2000,0,400,sunday,sbe,es-es,usd,GeneralLongStay,generallongstay
17681,1,2000,0,400,sunday,sbe,es-es,eur,GeneralLongStay,generallongstay
17682,1,2000,0,400,sunday,sbe,es-es,gbp,GeneralLongStay,generallongstay
17683,1,2000,0,400,sunday,sbe,es-es,others,GeneralLongStay,generallongstay
17684,1,2000,0,400,sunday,sbe,others,usd,GeneralLongStay,generallongstay
17685,1,2000,0,400,sunday,sbe,others,eur,GeneralLongStay,generallongstay
17686,1,2000,0,400,sunday,sbe,others,gbp,GeneralLongStay,generallongstay
17687,1,2000,0,400,sunday,sbe,others,others,GeneralLongStay,generallongstay
17688,1,2000,0,400,sunday,mobileweb,en-us,usd,GeneralLongStay,generallongstay
17689,1,2000,0,400,sunday,mobileweb,en-us,eur,GeneralLongStay,generallongstay
17690,1,2000,0,400,sunday,mobileweb,en-us,gbp,GeneralLongStay,generallongstay
17691,1,2000,0,400,sunday,mobileweb,en-us,others,GeneralLongStay,generallongstay
17692,1,2000,0,400,sunday,mobileweb,fr-fr,usd,GeneralLongStay,generallongstay
17693,1,2000,0,400,sunday,mobileweb,fr-fr,eur,GeneralLongStay,generallongstay
17694,1,2000,0,400,sunday,mobileweb,fr-fr,gbp,GeneralLongStay,generallongstay
17695,1,2000,0,400,sunday,mobileweb,fr-fr,others,GeneralLongStay,generallongstay
17696,1,2000,0,400,sunday,mobileweb,de-de,usd,GeneralLongStay,generallongstay
17697,1,2000,0,400,sunday,mobileweb,de-de,eur,GeneralLongStay,generallongstay
17698,1,2000,0,400,sunday,mobileweb,de-de,gbp,GeneralLongStay,generallongstay
17699,1,2000,0,400,sunday,mobileweb,de-de,others,GeneralLongStay,generallongstay
17700,1,2000,0,400,sunday,mobileweb,it-it,usd,GeneralLongStay,generallongstay
17701,1,2000,0,400,sunday,mobileweb,it-it,eur,GeneralLongStay,generallongstay
17702,1,2000,0,400,sunday,mobileweb,it-it,gbp,GeneralLongStay,generallongstay
17703,1,2000,0,400,sunday,mobileweb,it-it,others,GeneralLongStay,generallongstay
17704,1,2000,0,400,sunday,mobileweb,es-es,usd,GeneralLongStay,generallongstay
17705,1,2000,0,400,sunday,mobileweb,es-es,eur,GeneralLongStay,generallongstay
17706,1,2000,0,400,sunday,mobileweb,es-es,gbp,GeneralLongStay,generallongstay
17707,1,2000,0,400,sunday,mobileweb,es-es,others,GeneralLongStay,generallongstay
17708,1,2000,0,400,sunday,mobileweb,others,usd,GeneralLongStay,generallongstay
17709,1,2000,0,400,sunday,mobileweb,others,eur,GeneralLongStay,generallongstay
17710,1,2000,0,400,sunday,mobileweb,others,gbp,GeneralLongStay,generallongstay
17711,1,2000,0,400,sunday,mobileweb,others,others,GeneralLongStay,generallongstay
17712,1,2000,0,400,sunday,gds,en-us,usd,GeneralLongStay,generallongstay
17713,1,2000,0,400,sunday,gds,en-us,eur,GeneralLongStay,generallongstay
17714,1,2000,0,400,sunday,gds,en-us,gbp,GeneralLongStay,generallongstay
17715,1,2000,0,400,sunday,gds,en-us,others,GeneralLongStay,generallongstay
17716,1,2000,0,400,sunday,gds,fr-fr,usd,GeneralLongStay,generallongstay
17717,1,2000,0,400,sunday,gds,fr-fr,eur,GeneralLongStay,generallongstay
17718,1,2000,0,400,sunday,gds,fr-fr,gbp,GeneralLongStay,generallongstay
17719,1,2000,0,400,sunday,gds,fr-fr,others,GeneralLongStay,generallongstay
17720,1,2000,0,400,sunday,gds,de-de,usd,GeneralLongStay,generallongstay
17721,1,2000,0,400,sunday,gds,de-de,eur,GeneralLongStay,generallongstay
17722,1,2000,0,400,sunday,gds,de-de,gbp,GeneralLongStay,generallongstay
17723,1,2000,0,400,sunday,gds,de-de,others,GeneralLongStay,generallongstay
17724,1,2000,0,400,sunday,gds,it-it,usd,GeneralLongStay,generallongstay
17725,1,2000,0,400,sunday,gds,it-it,eur,GeneralLongStay,generallongstay
17726,1,2000,0,400,sunday,gds,it-it,gbp,GeneralLongStay,generallongstay
17727,1,2000,0,400,sunday,gds,it-it,others,GeneralLongStay,generallongstay
17728,1,2000,0,400,sunday,gds,es-es,usd,GeneralLongStay,generallongstay
17729,1,2000,0,400,sunday,gds,es-es,eur,GeneralLongStay,generallongstay
17730,1,2000,0,400,sunday,gds,es-es,gbp,GeneralLongStay,generallongstay
17731,1,2000,0,400,sunday,gds,es-es,others,GeneralLongStay,generallongstay
17732,1,2000,0,400,sunday,gds,others,usd,GeneralLongStay,generallongstay
17733,1,2000,0,400,sunday,gds,others,eur,GeneralLongStay,generallongstay
17734,1,2000,0,400,sunday,gds,others,gbp,GeneralLongStay,generallongstay
17735,1,2000,0,400,sunday,gds,others,others,GeneralLongStay,generallongstay
17736,1,2000,0,400,sunday,others,en-us,usd,GeneralLongStay,generallongstay
17737,1,2000,0,400,sunday,others,en-us,eur,GeneralLongStay,generallongstay
17738,1,2000,0,400,sunday,others,en-us,gbp,GeneralLongStay,generallongstay
17739,1,2000,0,400,sunday,others,en-us,others,GeneralLongStay,generallongstay
17740,1,2000,0,400,sunday,others,fr-fr,usd,GeneralLongStay,generallongstay
