ArrivalDate-Weekday;Arrival-Month;LeadDays;nights-qty;room-qty;adult-qty;child-qty;infant-qty;rm-class-id
MONDAY   ;2;53;1;1;1;0;0;0
TUESDAY  ;2;8;2;1;2;0;0;3
SATURDAY ;7;2;1;1;2;0;0;3
SUNDAY   ;7;31;1;1;2;0;0;3
MONDAY   ;8;18;7;1;1;0;0;3
THURSDAY ;6;8;2;1;2;0;0;3
TUESDAY  ;4;14;5;1;1;0;0;3
SATURDAY ;6;0;1;1;2;0;0;3
THURSDAY ;10;8;2;1;1;0;0;3
SUNDAY   ;2;3;1;1;1;0;0;3
SUNDAY   ;3;2;2;1;1;0;0;3
THURSDAY ;7;1;2;1;2;0;0;3
THURSDAY ;8;0;3;1;2;0;0;3
MONDAY   ;8;42;7;1;1;0;0;3
SUNDAY   ;3;78;6;1;2;0;0;3
TUESDAY  ;1;8;1;1;1;0;0;3
MONDAY   ;6;38;4;1;1;0;0;3
THURSDAY ;10;6;1;1;1;0;0;3
FRIDAY   ;3;22;1;1;2;0;0;3
MONDAY   ;6;3;3;1;2;0;0;3
WEDNESDAY;5;13;4;1;1;0;0;3
THURSDAY ;5;7;3;1;2;0;0;3
THURSDAY ;5;20;3;1;2;0;0;3
SUNDAY   ;10;59;3;1;2;0;0;3
MONDAY   ;5;12;5;1;2;1;0;3
MONDAY   ;4;9;6;1;1;0;0;3
SATURDAY ;11;28;7;1;3;0;0;3
FRIDAY   ;11;25;2;1;2;0;0;3
WEDNESDAY;9;71;6;1;1;0;0;3
SATURDAY ;4;15;6;1;1;0;0;3
SATURDAY ;7;17;5;1;2;0;0;3
MONDAY   ;12;88;4;1;2;0;0;3
SATURDAY ;10;17;4;1;1;0;0;3
THURSDAY ;10;19;5;1;2;2;0;3
MONDAY   ;6;4;4;1;1;0;0;3
TUESDAY  ;3;42;7;1;1;0;0;3
SATURDAY ;6;37;3;1;1;0;0;3
MONDAY   ;4;27;6;1;2;0;0;3
FRIDAY   ;7;40;5;1;2;0;0;3
SATURDAY ;3;0;5;1;1;0;0;3
THURSDAY ;2;3;2;1;1;0;0;0
FRIDAY   ;5;33;6;1;2;1;0;3
MONDAY   ;10;27;4;1;2;0;0;3
MONDAY   ;3;25;5;1;1;0;0;0
TUESDAY  ;10;12;6;1;2;0;0;3
TUESDAY  ;9;6;4;1;1;0;0;3
TUESDAY  ;2;1;4;1;2;0;0;0
SATURDAY ;7;40;8;1;2;0;0;3
THURSDAY ;4;3;6;1;3;0;0;3
WEDNESDAY;6;8;3;1;2;0;0;3
FRIDAY   ;5;32;5;1;3;0;0;3
WEDNESDAY;6;64;5;1;2;0;0;3
SUNDAY   ;3;6;7;1;2;0;0;0
TUESDAY  ;6;16;4;1;2;0;0;3
THURSDAY ;12;139;3;1;2;0;0;3
WEDNESDAY;8;89;3;1;1;0;0;3
TUESDAY  ;9;68;5;1;1;0;0;3
MONDAY   ;1;7;4;1;2;0;0;3
WEDNESDAY;5;62;4;1;2;0;0;3
TUESDAY  ;5;39;2;1;2;0;0;3
TUESDAY  ;5;34;2;1;2;0;0;3
MONDAY   ;4;17;3;1;1;0;0;3
SUNDAY   ;2;12;5;1;2;0;0;3
THURSDAY ;6;17;4;1;2;0;0;3
FRIDAY   ;5;6;4;1;2;0;0;3
MONDAY   ;6;6;4;1;2;0;0;3
FRIDAY   ;5;15;2;1;2;0;0;3
FRIDAY   ;7;22;4;1;2;1;0;3
TUESDAY  ;1;1;4;1;2;0;0;3
FRIDAY   ;12;124;7;1;2;0;0;3
FRIDAY   ;5;2;2;1;2;0;0;3
SATURDAY ;10;16;3;1;1;0;0;3
TUESDAY  ;6;14;3;1;1;0;0;3
MONDAY   ;4;51;6;1;2;0;0;3
SATURDAY ;10;14;5;1;2;0;0;3
THURSDAY ;4;0;3;1;2;0;0;3
SATURDAY ;2;50;5;1;2;0;0;3
TUESDAY  ;11;42;5;1;2;0;0;3
MONDAY   ;2;9;5;1;2;0;0;0
MONDAY   ;5;4;2;1;1;0;0;3
FRIDAY   ;6;5;2;1;2;0;0;3
MONDAY   ;5;165;5;1;1;0;0;3
THURSDAY ;3;2;3;1;1;0;0;0
FRIDAY   ;1;0;2;1;1;0;0;0
MONDAY   ;7;1;2;1;1;0;0;3
SUNDAY   ;4;17;2;1;1;0;0;3
MONDAY   ;3;51;5;1;1;0;0;3
MONDAY   ;9;35;3;1;2;0;0;3
SUNDAY   ;8;9;4;1;2;0;0;3
TUESDAY  ;6;20;4;1;3;0;0;3
WEDNESDAY;9;5;2;1;1;0;0;3
MONDAY   ;8;0;3;1;1;0;0;3
WEDNESDAY;5;6;3;1;2;0;0;3
WEDNESDAY;6;22;3;1;2;0;0;3
SATURDAY ;7;21;2;1;2;0;0;3
THURSDAY ;4;14;2;1;2;0;0;3
THURSDAY ;5;29;2;1;2;0;0;3
FRIDAY   ;5;24;3;1;1;0;0;3
SATURDAY ;9;33;3;1;1;0;0;3
TUESDAY  ;4;4;2;1;1;0;0;3
SUNDAY   ;7;9;2;1;2;0;0;3
FRIDAY   ;5;48;3;1;2;0;0;3
TUESDAY  ;6;14;3;1;1;0;0;3
TUESDAY  ;10;20;4;1;2;0;0;3
SUNDAY   ;2;31;4;1;2;0;0;0
FRIDAY   ;10;33;3;1;2;0;0;3
THURSDAY ;3;31;2;1;1;0;0;3
FRIDAY   ;8;19;5;1;1;0;0;3
WEDNESDAY;7;23;4;1;2;0;0;3
WEDNESDAY;9;20;6;1;2;0;0;3
TUESDAY  ;6;28;5;1;1;0;0;3
FRIDAY   ;9;101;4;1;2;0;0;3
SUNDAY   ;9;35;3;1;2;0;0;3
MONDAY   ;7;3;2;1;1;0;0;3
MONDAY   ;9;18;2;1;1;0;0;3
SATURDAY ;6;80;6;1;2;0;0;3
SUNDAY   ;6;70;4;1;2;0;0;3
FRIDAY   ;8;0;2;1;2;0;0;3
SUNDAY   ;5;6;2;1;2;0;0;3
MONDAY   ;5;11;5;1;1;0;0;3
SATURDAY ;3;64;2;1;1;0;0;0
SATURDAY ;3;67;2;1;1;0;0;0
MONDAY   ;6;13;3;1;1;0;0;3
SATURDAY ;5;14;3;1;3;0;0;3
FRIDAY   ;5;46;3;1;2;0;0;3
SUNDAY   ;2;33;4;1;2;0;0;3
WEDNESDAY;1;7;6;1;1;0;0;3
THURSDAY ;2;15;2;1;2;0;0;0
SUNDAY   ;7;25;6;1;2;0;0;3
SATURDAY ;3;1;4;1;2;0;0;3
THURSDAY ;12;142;6;1;2;0;0;3
SUNDAY   ;2;19;4;1;2;0;0;0
FRIDAY   ;7;45;3;1;2;0;0;3
SATURDAY ;5;12;2;1;2;0;0;3
WEDNESDAY;4;1;3;1;2;0;0;3
TUESDAY  ;8;29;6;1;3;0;0;3
SUNDAY   ;5;12;13;1;1;0;0;3
THURSDAY ;5;7;3;1;2;0;0;3
MONDAY   ;5;21;2;1;1;0;0;3
MONDAY   ;7;10;4;1;1;0;0;3
FRIDAY   ;3;52;7;1;2;0;0;3
TUESDAY  ;5;27;6;1;2;0;0;3
FRIDAY   ;1;8;4;1;2;0;0;3
THURSDAY ;11;64;7;1;2;0;0;3
SATURDAY ;10;79;3;1;2;0;0;3
SATURDAY ;5;21;3;1;2;1;0;3
TUESDAY  ;5;0;3;1;1;0;0;3
FRIDAY   ;6;0;3;1;2;0;0;3
SATURDAY ;5;13;2;1;2;0;0;3
FRIDAY   ;1;3;2;1;2;0;0;3
FRIDAY   ;5;11;2;1;2;1;0;3
SATURDAY ;3;1;2;1;1;0;0;3
WEDNESDAY;4;1;2;1;1;0;0;3
SUNDAY   ;6;32;6;1;2;0;0;3
MONDAY   ;3;45;4;1;2;0;0;0
TUESDAY  ;6;33;7;1;2;0;0;3
WEDNESDAY;6;8;8;1;3;0;0;3
TUESDAY  ;5;22;5;1;1;0;0;3
SATURDAY ;12;83;16;1;1;0;0;3
THURSDAY ;1;8;3;1;2;0;0;3
TUESDAY  ;9;63;2;1;2;0;0;3
MONDAY   ;8;18;5;1;2;0;0;3
SUNDAY   ;7;3;5;1;3;0;0;3
SUNDAY   ;9;4;4;1;2;0;0;3
SATURDAY ;7;32;4;1;2;0;0;3
WEDNESDAY;8;19;4;1;2;0;0;3
SUNDAY   ;8;28;7;1;2;0;0;3
SATURDAY ;9;24;3;1;1;0;0;3
WEDNESDAY;8;4;4;1;2;0;0;3
WEDNESDAY;6;62;4;1;2;0;0;3
FRIDAY   ;8;5;2;1;2;0;0;3
THURSDAY ;10;24;3;1;2;0;0;3
WEDNESDAY;9;75;4;1;2;0;0;3
FRIDAY   ;5;44;3;1;2;0;0;3
WEDNESDAY;8;0;2;1;2;0;0;3
TUESDAY  ;10;20;4;1;3;0;0;3
THURSDAY ;7;2;4;1;2;0;0;3
WEDNESDAY;5;6;3;1;1;0;0;3
SUNDAY   ;8;52;4;1;2;1;0;3
MONDAY   ;4;27;4;1;2;0;0;3
SATURDAY ;5;3;5;1;1;0;0;3
FRIDAY   ;4;216;2;1;2;0;0;3
FRIDAY   ;2;8;4;1;2;0;0;0
SATURDAY ;9;190;5;1;2;0;0;0
SUNDAY   ;10;35;7;1;1;0;0;3
FRIDAY   ;4;37;4;1;1;0;0;3
TUESDAY  ;6;14;7;1;1;0;0;3
SATURDAY ;9;5;3;1;1;0;0;3
FRIDAY   ;2;6;3;1;2;0;0;0
FRIDAY   ;10;27;3;1;3;0;0;3
SATURDAY ;5;0;3;1;2;0;0;3
SUNDAY   ;9;6;3;1;2;0;0;3
MONDAY   ;10;35;4;1;2;0;0;3
SATURDAY ;9;82;6;1;2;0;0;3
FRIDAY   ;12;103;5;1;2;0;0;3
THURSDAY ;3;9;3;1;2;0;0;3
SATURDAY ;6;19;2;1;1;0;0;3
WEDNESDAY;9;9;5;1;1;0;0;3
SATURDAY ;10;15;6;1;2;0;0;3
MONDAY   ;10;4;4;1;1;0;0;3
SATURDAY ;7;10;4;1;2;0;0;3
THURSDAY ;1;1;3;1;2;0;0;3
SATURDAY ;10;4;7;1;2;0;0;3
FRIDAY   ;4;16;3;1;2;0;0;3
TUESDAY  ;9;68;5;1;1;0;0;3
WEDNESDAY;8;1;2;1;1;0;0;3
THURSDAY ;8;5;3;1;2;0;0;3
SUNDAY   ;6;37;5;1;2;0;0;3
MONDAY   ;9;10;2;1;1;0;0;3
MONDAY   ;6;31;3;1;2;0;0;3
FRIDAY   ;5;1;2;1;2;0;0;3
MONDAY   ;6;6;4;1;1;0;0;3
TUESDAY  ;8;5;4;1;1;0;0;3
WEDNESDAY;12;103;3;1;2;0;0;3
SATURDAY ;4;37;4;1;2;0;0;3
SATURDAY ;5;1;3;1;2;0;0;3
TUESDAY  ;1;35;2;1;2;0;0;3
THURSDAY ;6;28;5;1;3;0;0;3
SUNDAY   ;5;12;6;1;1;0;0;3
FRIDAY   ;6;2;3;1;2;0;0;3
FRIDAY   ;3;1;2;1;1;0;0;3
WEDNESDAY;9;7;2;1;2;0;0;3
MONDAY   ;1;0;4;1;1;0;0;3
MONDAY   ;10;16;2;1;1;0;0;3
SATURDAY ;5;58;3;1;2;0;0;3
WEDNESDAY;4;15;2;1;1;0;0;3
FRIDAY   ;6;14;2;1;2;0;0;3
SATURDAY ;10;30;4;1;3;0;0;3
WEDNESDAY;8;3;4;1;1;0;0;3
SATURDAY ;5;30;2;1;2;0;0;3
THURSDAY ;5;7;5;1;2;0;0;3
SATURDAY ;3;17;6;1;1;0;0;0
TUESDAY  ;8;5;4;1;1;0;0;3
MONDAY   ;8;0;6;1;1;0;0;3
TUESDAY  ;10;11;4;1;2;0;0;3
MONDAY   ;12;12;4;1;1;1;0;3
THURSDAY ;11;9;4;1;1;0;0;3
THURSDAY ;12;46;4;1;2;0;0;3
THURSDAY ;11;38;4;1;2;1;0;3
SUNDAY   ;12;49;4;1;2;0;0;3
MONDAY   ;12;48;4;1;1;0;0;3
WEDNESDAY;10;2;4;1;2;0;0;3
SUNDAY   ;11;2;3;1;1;0;0;3
MONDAY   ;12;11;4;1;2;0;0;3
THURSDAY ;12;24;5;1;2;0;0;3
WEDNESDAY;11;26;4;1;2;0;0;3
TUESDAY  ;11;4;5;1;1;0;0;3
THURSDAY ;12;46;4;1;3;0;0;3
FRIDAY   ;11;1;2;1;2;0;0;3
TUESDAY  ;10;18;5;1;1;0;0;3
WEDNESDAY;12;0;4;1;1;0;0;3
THURSDAY ;11;0;3;1;2;0;0;3
WEDNESDAY;12;27;4;1;1;0;0;3
MONDAY   ;11;39;4;1;1;0;0;3
SUNDAY   ;11;31;5;1;2;0;0;3
SATURDAY ;12;32;5;1;2;0;0;3
MONDAY   ;11;35;6;1;1;0;0;3
WEDNESDAY;10;21;7;1;1;0;0;3
SATURDAY ;12;64;3;1;2;0;0;3
FRIDAY   ;12;47;5;1;2;0;0;3
SUNDAY   ;12;12;6;1;2;0;0;3
MONDAY   ;12;39;6;1;2;0;0;3
MONDAY   ;12;18;6;1;2;0;0;3
SATURDAY ;12;32;5;1;2;1;0;3
THURSDAY ;12;0;6;1;1;0;0;3
TUESDAY  ;11;19;5;1;2;0;0;3
SUNDAY   ;12;126;5;1;2;0;0;3
MONDAY   ;12;34;6;1;1;2;0;3
FRIDAY   ;12;8;5;1;2;0;0;3
FRIDAY   ;11;8;5;1;1;0;0;3
SATURDAY ;11;5;5;1;3;0;0;3
SUNDAY   ;12;10;7;1;3;0;0;3
SATURDAY ;12;1;7;1;2;0;0;3
THURSDAY ;11;2;7;1;2;0;0;3
FRIDAY   ;11;8;9;1;1;0;0;3
THURSDAY ;12;2;7;1;2;0;0;3
TUESDAY  ;11;4;33;1;1;0;0;3
SUNDAY   ;12;1;1;1;1;0;0;3
MONDAY   ;12;5;1;1;1;0;0;3
MONDAY   ;10;0;1;1;1;0;0;3
MONDAY   ;10;4;1;1;2;0;0;3
MONDAY   ;11;0;1;1;1;0;0;3
SATURDAY ;10;3;1;1;2;0;0;3
MONDAY   ;11;3;1;1;1;0;0;3
MONDAY   ;12;0;1;1;1;0;0;3
SUNDAY   ;12;6;1;1;1;0;0;3
SATURDAY ;11;8;1;1;1;0;0;3
WEDNESDAY;12;29;1;1;2;0;0;3
SATURDAY ;11;3;1;1;2;0;0;3
THURSDAY ;12;1;1;1;1;0;0;3
SATURDAY ;11;0;1;1;2;0;0;3
TUESDAY  ;11;7;1;1;1;0;0;3
TUESDAY  ;12;2;1;1;1;0;0;3
TUESDAY  ;11;4;1;1;1;0;0;3
WEDNESDAY;12;26;1;1;1;0;0;3
THURSDAY ;11;6;1;1;1;0;0;3
MONDAY   ;12;0;1;1;1;0;0;3
SUNDAY   ;12;16;1;1;1;0;0;3
WEDNESDAY;11;1;1;1;1;0;0;3
THURSDAY ;12;23;1;1;1;0;0;3
WEDNESDAY;11;8;1;1;1;0;0;3
TUESDAY  ;12;57;1;1;2;0;0;3
SATURDAY ;11;0;1;1;1;0;0;3
MONDAY   ;11;32;1;1;1;0;0;3
TUESDAY  ;12;0;1;1;2;0;0;3
TUESDAY  ;11;5;1;1;1;0;0;3
TUESDAY  ;11;0;1;1;1;0;0;3
THURSDAY ;12;8;1;1;2;0;0;3
WEDNESDAY;12;35;1;1;1;0;0;3
TUESDAY  ;11;5;1;1;1;0;0;3
TUESDAY  ;11;4;1;1;1;0;0;3
WEDNESDAY;12;0;2;1;1;0;0;3
TUESDAY  ;12;1;1;1;2;0;0;3
WEDNESDAY;11;5;1;1;1;0;0;3
SATURDAY ;12;3;2;1;2;0;0;3
SUNDAY   ;11;3;2;1;1;0;0;3
SUNDAY   ;12;5;2;1;1;0;0;3
WEDNESDAY;12;35;2;1;1;0;0;3
FRIDAY   ;12;17;2;1;2;0;0;3
WEDNESDAY;12;5;2;1;1;0;0;3
WEDNESDAY;12;5;2;1;1;0;0;3
TUESDAY  ;12;77;2;1;1;0;0;3
THURSDAY ;11;38;3;1;2;0;0;3
WEDNESDAY;12;21;2;1;1;0;0;3
FRIDAY   ;11;1;1;1;2;0;0;3
TUESDAY  ;12;5;2;1;1;0;0;3
SUNDAY   ;12;58;3;1;2;1;0;3
FRIDAY   ;12;26;2;1;2;0;0;3
WEDNESDAY;12;2;2;1;2;0;0;3
THURSDAY ;12;23;2;1;2;0;0;3
WEDNESDAY;12;1;2;1;1;0;0;3
FRIDAY   ;12;1;2;1;2;0;0;3
FRIDAY   ;11;1;3;1;2;0;0;3
WEDNESDAY;11;5;2;1;1;0;0;3
TUESDAY  ;11;7;2;1;1;0;0;3
WEDNESDAY;11;3;2;1;2;0;0;3
MONDAY   ;11;14;2;1;1;0;0;3
WEDNESDAY;11;54;3;1;1;0;0;3
MONDAY   ;11;35;3;1;2;0;0;3
MONDAY   ;11;7;2;1;1;0;0;3
THURSDAY ;11;40;3;1;2;0;0;3
TUESDAY  ;12;6;2;1;2;0;0;3
MONDAY   ;11;3;2;1;1;0;0;3
SATURDAY ;10;0;2;1;2;0;0;3
FRIDAY   ;11;31;3;1;2;0;0;3
WEDNESDAY;11;5;2;1;1;0;0;3
THURSDAY ;11;25;2;1;1;0;0;3
MONDAY   ;11;33;3;1;1;0;0;3
SATURDAY ;12;17;2;1;2;0;0;3
WEDNESDAY;11;7;3;1;1;0;0;3
WEDNESDAY;11;7;3;1;1;0;0;3
WEDNESDAY;11;7;3;1;1;0;0;3
WEDNESDAY;12;67;3;1;2;0;0;3
MONDAY   ;10;63;3;1;2;0;0;3
MONDAY   ;11;12;3;1;2;0;0;3
SATURDAY ;12;0;1;1;3;0;0;3
FRIDAY   ;12;16;2;1;1;0;0;3
FRIDAY   ;10;1;2;1;1;0;0;3
SATURDAY ;11;9;3;1;1;0;0;3
THURSDAY ;11;6;3;1;1;0;0;3
SUNDAY   ;12;10;4;1;2;0;0;3
WEDNESDAY;12;47;3;1;2;0;0;3
WEDNESDAY;12;41;4;1;2;0;0;3
WEDNESDAY;11;22;3;1;2;0;0;3
SUNDAY   ;10;13;4;1;2;0;0;3
SUNDAY   ;12;23;4;1;2;0;0;3
MONDAY   ;11;89;3;1;1;0;0;3
TUESDAY  ;12;6;3;1;2;0;0;3
SATURDAY ;12;43;2;1;3;0;0;3
SATURDAY ;12;43;2;1;3;0;0;3
SATURDAY ;12;38;2;1;1;0;0;3
WEDNESDAY;12;29;3;1;2;0;0;3
WEDNESDAY;12;3;4;1;1;0;0;3
SUNDAY   ;12;8;3;1;2;0;0;3
TUESDAY  ;1;91;1;1;1;0;0;3
TUESDAY  ;1;43;1;1;1;0;0;3
TUESDAY  ;1;9;3;1;1;0;0;3
MONDAY   ;1;7;2;1;1;0;0;3
TUESDAY  ;1;7;2;1;1;0;0;3
WEDNESDAY;1;13;1;1;1;0;0;3
TUESDAY  ;2;25;1;1;1;0;0;3
TUESDAY  ;1;1;1;1;1;0;0;3
MONDAY   ;1;0;1;1;1;0;0;3
SUNDAY   ;2;18;1;1;1;0;0;3
MONDAY   ;1;5;1;1;1;0;0;3
TUESDAY  ;2;15;3;1;1;0;0;3
THURSDAY ;2;16;1;1;1;0;0;3
SUNDAY   ;2;18;5;1;1;0;0;3
TUESDAY  ;7;13;1;1;1;0;0;3
MONDAY   ;3;7;2;1;1;0;0;3
WEDNESDAY;2;2;2;1;1;0;0;3
MONDAY   ;6;11;1;1;3;0;0;3
FRIDAY   ;9;2;2;1;1;0;0;3
MONDAY   ;10;11;6;1;1;0;0;3
WEDNESDAY;10;6;2;1;1;0;0;3
TUESDAY  ;10;21;1;1;1;0;0;3
SUNDAY   ;9;29;2;1;2;0;0;3
SUNDAY   ;8;10;4;1;1;1;0;3
WEDNESDAY;10;29;2;1;2;0;0;3
WEDNESDAY;5;39;3;1;2;0;0;3
MONDAY   ;8;53;1;1;2;0;0;3
WEDNESDAY;4;13;1;1;2;0;0;3
WEDNESDAY;6;56;7;1;2;0;0;3
SATURDAY ;3;0;1;1;2;0;0;3
THURSDAY ;2;0;3;1;2;0;0;3
SATURDAY ;9;23;1;1;1;0;0;3
SUNDAY   ;8;51;2;1;2;0;0;3
THURSDAY ;7;5;3;1;2;0;0;3
TUESDAY  ;5;34;3;1;1;0;0;3
SUNDAY   ;8;40;4;1;2;0;0;3
FRIDAY   ;6;18;1;1;2;0;0;3
MONDAY   ;4;29;4;1;2;0;0;3
WEDNESDAY;5;102;1;1;2;0;0;3
SUNDAY   ;5;79;6;1;2;0;0;3
WEDNESDAY;9;3;1;1;1;0;0;3
MONDAY   ;7;74;2;1;2;0;0;3
MONDAY   ;8;4;1;1;2;0;0;3
MONDAY   ;12;100;3;1;2;0;0;3
MONDAY   ;10;21;1;1;2;0;0;3
SUNDAY   ;12;87;2;1;2;0;0;3
WEDNESDAY;9;46;4;1;2;0;0;3
WEDNESDAY;8;25;7;1;3;0;0;3
SATURDAY ;10;19;1;1;2;0;0;3
THURSDAY ;9;7;1;1;2;0;0;3
WEDNESDAY;3;32;3;1;2;0;0;3
SATURDAY ;1;24;7;1;2;0;0;0
TUESDAY  ;7;8;2;1;2;0;0;3
MONDAY   ;6;26;2;1;1;0;0;3
SUNDAY   ;7;3;6;1;1;0;0;3
TUESDAY  ;8;50;9;1;2;0;0;3
MONDAY   ;2;53;1;1;1;0;0;3
SATURDAY ;8;23;7;1;1;0;0;3
WEDNESDAY;6;7;1;1;2;0;0;3
TUESDAY  ;4;13;4;1;1;0;0;3
SUNDAY   ;7;67;7;1;1;0;0;3
THURSDAY ;7;1;1;1;2;0;0;3
WEDNESDAY;6;128;3;1;2;0;0;3
TUESDAY  ;1;38;1;1;1;0;0;3
MONDAY   ;9;27;4;1;2;0;0;3
SATURDAY ;4;1;3;1;3;0;0;3
MONDAY   ;3;4;3;1;1;0;0;3
TUESDAY  ;7;35;3;1;1;0;0;3
MONDAY   ;3;4;1;1;1;0;0;0
WEDNESDAY;1;7;4;1;1;0;0;3
FRIDAY   ;8;1;1;1;1;0;0;3
MONDAY   ;8;57;5;1;1;0;0;3
SUNDAY   ;10;320;4;1;2;0;0;3
WEDNESDAY;10;9;1;1;1;0;0;3
SUNDAY   ;4;4;6;1;1;0;0;3
WEDNESDAY;5;47;4;1;2;0;0;3
THURSDAY ;6;7;1;1;1;0;0;3
SUNDAY   ;2;3;3;1;1;0;0;3
SUNDAY   ;9;11;3;1;1;0;0;3
FRIDAY   ;4;23;2;1;1;0;0;3
MONDAY   ;3;55;5;1;1;0;0;3
MONDAY   ;7;0;1;1;2;1;0;3
WEDNESDAY;8;14;11;1;2;0;0;3
TUESDAY  ;2;5;1;1;1;0;0;3
FRIDAY   ;6;1;3;1;2;0;0;3
SATURDAY ;6;77;3;1;2;0;0;3
FRIDAY   ;10;4;1;1;2;0;0;3
SATURDAY ;6;18;1;1;2;0;0;3
THURSDAY ;8;156;4;1;2;0;0;3
WEDNESDAY;1;6;3;1;2;0;0;3
THURSDAY ;4;15;2;1;1;0;0;3
SATURDAY ;7;49;4;1;2;0;0;3
WEDNESDAY;5;2;3;1;1;0;0;3
THURSDAY ;8;29;5;1;2;0;0;3
TUESDAY  ;7;89;4;1;3;1;0;3
WEDNESDAY;4;8;4;1;1;0;0;3
WEDNESDAY;2;6;1;1;1;0;0;0
THURSDAY ;1;16;2;1;1;0;0;0
WEDNESDAY;9;31;2;1;1;0;0;3
THURSDAY ;10;6;1;1;1;0;0;3
WEDNESDAY;8;0;1;1;2;0;0;3
TUESDAY  ;10;21;3;1;3;0;0;3
FRIDAY   ;5;0;1;1;1;0;0;3
SUNDAY   ;9;20;3;1;2;0;0;3
WEDNESDAY;1;6;3;1;1;0;0;0
SUNDAY   ;7;0;2;1;1;0;0;3
MONDAY   ;6;6;3;1;1;0;0;3
TUESDAY  ;5;36;2;1;2;0;0;3
TUESDAY  ;6;1;2;1;1;0;0;3
WEDNESDAY;1;5;3;1;2;0;0;3
WEDNESDAY;7;76;30;1;2;1;0;3
SATURDAY ;9;2;1;1;2;0;0;3
FRIDAY   ;6;35;15;1;1;0;0;3
WEDNESDAY;9;8;1;1;2;0;0;3
MONDAY   ;5;7;2;1;1;0;0;3
SUNDAY   ;6;4;4;1;2;0;0;3
FRIDAY   ;8;1;4;1;2;0;0;3
TUESDAY  ;10;24;1;1;2;0;0;3
MONDAY   ;8;57;3;1;2;0;0;3
SATURDAY ;4;19;3;1;2;0;0;3
SATURDAY ;10;122;3;1;1;0;0;3
MONDAY   ;9;6;1;1;1;0;0;3
THURSDAY ;5;35;3;1;2;0;0;3
FRIDAY   ;4;40;2;1;1;0;0;3
SATURDAY ;11;47;2;1;1;0;0;3
MONDAY   ;8;0;1;1;1;0;0;3
FRIDAY   ;9;211;6;1;1;0;0;3
TUESDAY  ;8;23;13;1;2;1;0;3
THURSDAY ;8;31;1;1;2;0;0;3
WEDNESDAY;1;91;3;1;1;0;0;3
WEDNESDAY;1;91;3;1;1;0;0;3
SATURDAY ;1;69;4;1;2;0;0;3
MONDAY   ;1;53;4;1;1;0;0;3
MONDAY   ;1;34;3;1;2;0;0;3
SUNDAY   ;1;39;1;1;2;0;0;3
THURSDAY ;1;35;5;1;2;0;0;3
SATURDAY ;1;41;2;1;2;0;0;3
SATURDAY ;1;49;5;1;2;0;0;3
MONDAY   ;1;16;1;1;2;0;0;3
MONDAY   ;1;20;7;1;2;0;0;3
TUESDAY  ;1;32;5;1;2;0;0;3
WEDNESDAY;1;7;6;1;1;0;0;3
THURSDAY ;1;8;5;1;1;0;0;3
THURSDAY ;1;8;5;1;1;0;0;3
FRIDAY   ;1;1;1;1;2;1;0;3
SUNDAY   ;1;1;4;1;1;0;0;3
SUNDAY   ;1;0;1;1;2;0;0;3
THURSDAY ;1;10;3;1;2;0;0;3
MONDAY   ;1;12;2;1;1;0;0;3
MONDAY   ;1;12;2;1;1;0;0;3
WEDNESDAY;1;13;4;1;2;0;0;3
SATURDAY ;1;7;3;1;2;0;0;3
FRIDAY   ;1;4;3;1;2;0;0;3
FRIDAY   ;1;4;3;1;2;0;0;3
SUNDAY   ;1;1;1;1;2;0;0;3
MONDAY   ;2;15;5;1;2;0;0;3
MONDAY   ;1;5;3;1;1;0;0;3
SATURDAY ;1;2;3;1;2;0;0;3
SUNDAY   ;2;5;5;1;2;0;0;3
SATURDAY ;2;11;1;1;2;0;0;3
FRIDAY   ;2;9;2;1;2;0;0;3
SUNDAY   ;2;4;6;1;2;0;0;3
FRIDAY   ;2;1;2;1;2;0;0;3
THURSDAY ;2;4;2;1;2;0;0;3
THURSDAY ;2;3;1;1;1;0;0;3
TUESDAY  ;2;152;3;1;2;0;0;3
SUNDAY   ;2;126;6;1;2;0;0;3
SATURDAY ;2;95;1;1;2;0;0;0
FRIDAY   ;2;51;2;1;2;0;0;0
WEDNESDAY;2;41;1;1;2;0;0;0
FRIDAY   ;2;33;2;1;2;0;0;3
FRIDAY   ;3;37;4;1;1;0;0;3
SATURDAY ;2;17;1;1;2;0;0;3
SATURDAY ;9;40;16;1;1;0;0;3
FRIDAY   ;6;26;5;1;2;0;0;3
THURSDAY ;3;37;5;1;2;0;0;3
MONDAY   ;7;80;5;1;1;0;0;3
THURSDAY ;11;26;7;1;2;0;0;3
THURSDAY ;4;8;3;1;2;0;0;3
SUNDAY   ;9;33;3;1;3;0;0;3
MONDAY   ;12;55;3;1;1;0;0;3
WEDNESDAY;10;45;6;1;2;0;0;3
TUESDAY  ;11;15;3;1;1;0;0;3
SATURDAY ;8;10;3;1;2;0;0;3
THURSDAY ;3;37;5;1;2;0;0;3
MONDAY   ;10;14;4;1;3;0;0;3
THURSDAY ;6;26;2;1;2;0;0;3
MONDAY   ;5;15;4;1;1;0;0;3
TUESDAY  ;6;51;3;1;2;0;0;3
FRIDAY   ;10;4;2;1;2;0;0;3
TUESDAY  ;7;0;4;1;3;0;0;3
WEDNESDAY;9;59;6;1;2;0;0;3
FRIDAY   ;5;16;3;1;2;0;0;3
