,leaddays,arrivaldate_weekday_weekend,arrivaldate_weekday_midweek,arrivaldate_weekday_earlyweek,channel_id_6,channel_id_7,channel_id_13,channel_id_1,channel_id_12,channel_id_others,lang_id_1,lang_id_3
4214,14,0,1,0,0,0,1,0,0,0,1,0
4215,151,1,0,0,0,1,0,0,0,0,1,0
4216,27,0,1,0,0,1,0,0,0,0,1,0
4217,1,0,1,0,0,0,0,1,0,0,1,0
4218,3,0,1,0,1,0,0,0,0,0,1,0
4219,2,0,1,0,1,0,0,0,0,0,1,0
4220,0,1,0,0,0,1,0,0,0,0,1,0
4221,0,0,0,1,1,0,0,0,0,0,1,0
4222,0,1,0,0,0,1,0,0,0,0,1,0
4223,56,0,1,0,0,0,0,0,0,1,1,0
4224,2,1,0,0,1,0,0,0,0,0,1,0
4225,4,0,1,0,0,1,0,0,0,0,1,0
4226,1,0,1,0,0,1,0,0,0,0,1,0
4227,48,1,0,0,1,0,0,0,0,0,1,0
4228,2,1,0,0,1,0,0,0,0,0,1,0
4229,8,0,0,1,1,0,0,0,0,0,1,0
4230,0,0,1,0,1,0,0,0,0,0,1,0
4231,0,1,0,0,1,0,0,0,0,0,1,0
4232,175,0,1,0,1,0,0,0,0,0,1,0
4233,8,0,1,0,0,1,0,0,0,0,1,0
4234,25,0,0,1,0,0,1,0,0,0,1,0
4235,9,0,0,1,1,0,0,0,0,0,1,0
4236,4,0,1,0,0,1,0,0,0,0,1,0
4237,0,1,0,0,0,1,0,0,0,0,1,0
4238,6,0,1,0,0,1,0,0,0,0,1,0
4239,3,0,0,1,1,0,0,0,0,0,1,0
4240,3,0,0,1,1,0,0,0,0,0,1,0
4241,16,0,1,0,1,0,0,0,0,0,1,0
4242,5,0,1,0,0,1,0,0,0,0,1,0
4243,2,1,0,0,1,0,0,0,0,0,1,0
4244,1,0,0,1,1,0,0,0,0,0,1,0
4245,18,0,0,1,1,0,0,0,0,0,1,0
4246,5,0,0,1,0,0,1,0,0,0,1,0
4247,6,0,1,0,1,0,0,0,0,0,1,0
4248,5,0,1,0,0,1,0,0,0,0,1,0
4249,10,0,0,1,1,0,0,0,0,0,1,0
4250,0,0,1,0,1,0,0,0,0,0,1,0
4251,1,1,0,0,1,0,0,0,0,0,1,0
4252,43,0,1,0,0,1,0,0,0,0,1,0
4253,5,0,1,0,1,0,0,0,0,0,1,0
4254,0,0,0,1,1,0,0,0,0,0,1,0
4255,7,1,0,0,1,0,0,0,0,0,1,0
4256,6,0,1,0,0,1,0,0,0,0,1,0
4257,6,0,1,0,0,1,0,0,0,0,1,0
4258,0,0,1,0,1,0,0,0,0,0,1,0
4259,12,0,1,0,0,0,1,0,0,0,1,0
4260,7,0,1,0,0,1,0,0,0,0,1,0
4261,74,1,0,0,1,0,0,0,0,0,1,0
4262,34,0,0,1,0,0,1,0,0,0,1,0
4263,22,0,0,1,1,0,0,0,0,0,1,0
4264,16,0,1,0,1,0,0,0,0,0,1,0
4265,0,0,1,0,0,0,1,0,0,0,1,0
4266,27,0,1,0,0,0,1,0,0,0,1,0
4267,49,0,1,0,0,1,0,0,0,0,1,0
4268,19,1,0,0,1,0,0,0,0,0,1,0
4269,27,0,0,1,1,0,0,0,0,0,1,0
4270,24,1,0,0,1,0,0,0,0,0,1,0
4271,25,1,0,0,1,0,0,0,0,0,1,0
4272,57,1,0,0,0,1,0,0,0,0,1,0
4273,16,1,0,0,1,0,0,0,0,0,1,0
4274,95,1,0,0,0,1,0,0,0,0,1,0
4275,7,1,0,0,1,0,0,0,0,0,1,0
4276,61,0,0,1,0,1,0,0,0,0,1,0
4277,30,0,0,1,0,1,0,0,0,0,1,0
4278,42,0,1,0,1,0,0,0,0,0,1,0
4279,7,0,1,0,0,1,0,0,0,0,1,0
4280,6,0,1,0,1,0,0,0,0,0,1,0
4281,4,1,0,0,1,0,0,0,0,0,1,0
4282,10,0,0,1,1,0,0,0,0,0,1,0
4283,1,0,1,0,1,0,0,0,0,0,1,0
4284,12,0,0,1,1,0,0,0,0,0,1,0
4285,62,0,0,1,0,0,1,0,0,0,1,0
4286,48,1,0,0,0,0,0,0,1,0,1,0
4287,46,1,0,0,0,0,0,0,1,0,1,0
4288,23,0,0,1,0,0,1,0,0,0,1,0
4289,23,0,1,0,0,0,1,0,0,0,1,0
4290,1,0,1,0,0,0,1,0,0,0,1,0
4291,19,0,1,0,0,0,1,0,0,0,1,0
4292,6,0,1,0,0,0,0,1,0,0,1,0
4293,21,0,1,0,0,0,1,0,0,0,1,0
4294,1,1,0,0,0,0,1,0,0,0,1,0
4295,0,1,0,0,0,0,1,0,0,0,1,0
4296,6,0,0,1,0,0,1,0,0,0,1,0
4297,325,0,1,0,0,0,1,0,0,0,1,0
4298,38,0,1,0,0,0,1,0,0,0,1,0
4299,7,0,1,0,0,0,1,0,0,0,1,0
4300,38,0,0,1,0,0,1,0,0,0,1,0
4301,23,1,0,0,0,0,1,0,0,0,1,0
4302,6,0,0,1,0,0,1,0,0,0,1,0
4303,34,0,1,0,0,0,1,0,0,0,1,0
4304,6,0,1,0,0,0,1,0,0,0,1,0
4305,42,0,1,0,0,0,1,0,0,0,1,0
4306,137,0,0,1,1,0,0,0,0,0,1,0
4307,15,0,1,0,1,0,0,0,0,0,1,0
4308,55,0,1,0,1,0,0,0,0,0,1,0
4309,70,0,1,0,1,0,0,0,0,0,1,0
4310,16,0,1,0,1,0,0,0,0,0,1,0
4311,5,1,0,0,1,0,0,0,0,0,1,0
4312,40,0,1,0,1,0,0,0,0,0,1,0
4313,0,1,0,0,1,0,0,0,0,0,1,0
4314,20,0,1,0,1,0,0,0,0,0,1,0
4315,67,0,0,1,1,0,0,0,0,0,1,0
4316,7,0,1,0,1,0,0,0,0,0,1,0
4317,17,0,1,0,1,0,0,0,0,0,1,0
4318,16,0,1,0,1,0,0,0,0,0,1,0
4319,56,0,0,1,1,0,0,0,0,0,1,0
4320,5,1,0,0,1,0,0,0,0,0,1,0
4321,93,0,0,1,1,0,0,0,0,0,1,0
4322,23,1,0,0,1,0,0,0,0,0,1,0
4323,56,0,1,0,1,0,0,0,0,0,1,0
4324,37,0,1,0,1,0,0,0,0,0,1,0
4325,10,1,0,0,1,0,0,0,0,0,1,0
4326,36,0,0,1,1,0,0,0,0,0,1,0
4327,59,1,0,0,1,0,0,0,0,0,1,0
4328,2,1,0,0,1,0,0,0,0,0,1,0
4329,34,0,1,0,1,0,0,0,0,0,1,0
4330,81,0,1,0,1,0,0,0,0,0,1,0
4331,19,1,0,0,1,0,0,0,0,0,1,0
4332,26,0,1,0,1,0,0,0,0,0,1,0
4333,31,0,0,1,1,0,0,0,0,0,1,0
4334,69,0,1,0,1,0,0,0,0,0,1,0
4335,87,0,1,0,1,0,0,0,0,0,1,0
4336,46,0,1,0,1,0,0,0,0,0,1,0
4337,39,1,0,0,1,0,0,0,0,0,1,0
4338,227,1,0,0,1,0,0,0,0,0,1,0
4339,49,1,0,0,1,0,0,0,0,0,1,0
4340,57,1,0,0,1,0,0,0,0,0,1,0
4341,30,0,0,1,1,0,0,0,0,0,1,0
4342,119,0,1,0,1,0,0,0,0,0,1,0
4343,3,1,0,0,1,0,0,0,0,0,1,0
4344,2,1,0,0,1,0,0,0,0,0,1,0
4345,5,0,1,0,1,0,0,0,0,0,1,0
4346,1,0,0,1,0,1,0,0,0,0,1,0
4347,59,0,0,1,0,1,0,0,0,0,1,0
4348,45,0,0,1,1,0,0,0,0,0,1,0
4349,57,1,0,0,0,1,0,0,0,0,1,0
4350,20,0,0,1,0,1,0,0,0,0,1,0
4351,44,0,1,0,1,0,0,0,0,0,1,0
4352,15,0,0,1,0,1,0,0,0,0,1,0
4353,29,0,1,0,0,1,0,0,0,0,1,0
4354,40,0,0,1,0,1,0,0,0,0,1,0
4355,56,1,0,0,1,0,0,0,0,0,1,0
4356,0,1,0,0,0,1,0,0,0,0,1,0
4357,29,1,0,0,0,1,0,0,0,0,1,0
4358,17,0,1,0,1,0,0,0,0,0,1,0
4359,9,0,1,0,0,1,0,0,0,0,1,0
4360,0,0,1,0,0,1,0,0,0,0,1,0
4361,16,0,1,0,0,1,0,0,0,0,1,0
4362,20,0,0,1,0,1,0,0,0,0,1,0
4363,42,0,0,1,0,1,0,0,0,0,1,0
4364,0,0,1,0,0,1,0,0,0,0,1,0
4365,12,0,1,0,0,1,0,0,0,0,1,0
4366,10,1,0,0,0,1,0,0,0,0,1,0
4367,0,0,1,0,0,1,0,0,0,0,1,0
4368,49,0,1,0,0,1,0,0,0,0,1,0
4369,86,0,1,0,0,0,0,1,0,0,1,0
4370,6,0,0,1,0,1,0,0,0,0,1,0
4371,8,1,0,0,0,1,0,0,0,0,1,0
4372,30,0,0,1,0,1,0,0,0,0,1,0
4373,2,0,1,0,0,0,1,0,0,0,1,0
4374,1,0,0,1,1,0,0,0,0,0,1,0
4375,106,0,0,1,0,1,0,0,0,0,1,0
4376,2,0,1,0,0,1,0,0,0,0,1,0
4377,35,0,1,0,1,0,0,0,0,0,1,0
4378,10,0,0,1,0,1,0,0,0,0,1,0
4379,213,1,0,0,0,1,0,0,0,0,1,0
4380,6,0,1,0,0,1,0,0,0,0,1,0
4381,4,1,0,0,0,1,0,0,0,0,1,0
4382,0,1,0,0,1,0,0,0,0,0,1,0
4383,3,1,0,0,1,0,0,0,0,0,1,0
4384,7,0,1,0,1,0,0,0,0,0,1,0
4385,9,0,0,1,0,0,1,0,0,0,1,0
4386,2,1,0,0,0,1,0,0,0,0,1,0
4387,1,0,0,1,0,1,0,0,0,0,1,0
4388,34,0,0,1,1,0,0,0,0,0,1,0
4389,37,1,0,0,0,1,0,0,0,0,1,0
4390,32,0,0,1,0,1,0,0,0,0,1,0
4391,14,1,0,0,0,1,0,0,0,0,1,0
4392,102,0,1,0,1,0,0,0,0,0,1,0
4393,15,1,0,0,0,1,0,0,0,0,1,0
4394,8,0,1,0,0,0,1,0,0,0,1,0
4395,8,0,1,0,0,1,0,0,0,0,1,0
4396,78,1,0,0,1,0,0,0,0,0,1,0
4397,25,0,1,0,0,1,0,0,0,0,1,0
4398,29,0,1,0,0,1,0,0,0,0,1,0
4399,6,0,1,0,0,1,0,0,0,0,1,0
4400,182,0,1,0,1,0,0,0,0,0,1,0
4401,6,1,0,0,1,0,0,0,0,0,1,0
4402,1,1,0,0,0,1,0,0,0,0,1,0
4403,22,1,0,0,0,1,0,0,0,0,1,0
4404,0,0,0,1,0,1,0,0,0,0,1,0
4405,14,0,1,0,0,0,1,0,0,0,1,0
4406,71,1,0,0,1,0,0,0,0,0,1,0
4407,80,1,0,0,0,1,0,0,0,0,1,0
4408,42,1,0,0,0,1,0,0,0,0,1,0
4409,4,0,0,1,0,1,0,0,0,0,1,0
4410,1,1,0,0,0,1,0,0,0,0,1,0
4411,14,1,0,0,0,1,0,0,0,0,1,0
4412,43,1,0,0,1,0,0,0,0,0,1,0
4413,6,0,0,1,0,1,0,0,0,0,1,0
4414,64,1,0,0,0,1,0,0,0,0,1,0
4415,0,0,1,0,1,0,0,0,0,0,1,0
4416,0,1,0,0,0,1,0,0,0,0,1,0
4417,18,0,0,1,0,0,1,0,0,0,1,0
4418,4,0,1,0,1,0,0,0,0,0,1,0
4419,6,0,1,0,0,1,0,0,0,0,1,0
4420,1,0,1,0,1,0,0,0,0,0,1,0
4421,45,0,0,1,0,1,0,0,0,0,1,0
4422,8,0,1,0,0,1,0,0,0,0,1,0
4423,6,0,0,1,0,1,0,0,0,0,1,0
4424,51,0,1,0,1,0,0,0,0,0,1,0
4425,0,1,0,0,1,0,0,0,0,0,1,0
4426,6,0,1,0,0,1,0,0,0,0,1,0
4427,8,1,0,0,0,1,0,0,0,0,1,0
4428,1,0,1,0,0,0,1,0,0,0,1,0
4429,10,1,0,0,0,1,0,0,0,0,1,0
4430,27,0,0,1,0,1,0,0,0,0,1,0
4431,21,0,0,1,0,0,1,0,0,0,1,0
4432,0,0,1,0,0,1,0,0,0,0,1,0
4433,0,0,0,1,0,1,0,0,0,0,1,0
4434,2,1,0,0,0,1,0,0,0,0,1,0
4435,48,0,1,0,1,0,0,0,0,0,1,0
4436,70,0,0,1,0,1,0,0,0,0,1,0
4437,42,1,0,0,0,1,0,0,0,0,1,0
4438,16,0,0,1,0,1,0,0,0,0,1,0
4439,6,0,1,0,0,0,1,0,0,0,1,0
4440,5,0,0,1,0,1,0,0,0,0,1,0
4441,7,0,1,0,0,1,0,0,0,0,1,0
4442,32,0,0,1,1,0,0,0,0,0,1,0
4443,10,1,0,0,0,1,0,0,0,0,1,0
4444,69,0,1,0,1,0,0,0,0,0,1,0
4445,47,0,0,1,0,0,0,0,0,1,1,0
4446,7,0,0,1,0,1,0,0,0,0,1,0
4447,18,0,1,0,0,1,0,0,0,0,1,0
4448,57,1,0,0,0,1,0,0,0,0,1,0
4449,0,0,1,0,0,1,0,0,0,0,1,0
4450,9,0,1,0,0,1,0,0,0,0,1,0
4451,16,0,0,1,0,1,0,0,0,0,1,0
4452,1,0,1,0,0,1,0,0,0,0,1,0
4453,8,0,1,0,0,0,1,0,0,0,1,0
4454,7,0,0,1,0,1,0,0,0,0,1,0
4455,15,0,1,0,0,1,0,0,0,0,1,0
4456,16,1,0,0,0,1,0,0,0,0,1,0
4457,25,1,0,0,1,0,0,0,0,0,1,0
4458,0,0,0,1,0,1,0,0,0,0,1,0
4459,23,0,1,0,0,1,0,0,0,0,1,0
4460,1,1,0,0,0,1,0,0,0,0,1,0
4461,16,0,0,1,0,1,0,0,0,0,1,0
4462,11,0,1,0,0,1,0,0,0,0,1,0
4463,3,1,0,0,1,0,0,0,0,0,1,0
4464,0,0,0,1,1,0,0,0,0,0,1,0
4465,6,0,0,1,0,1,0,0,0,0,1,0
4466,0,0,0,1,0,1,0,0,0,0,1,0
4467,56,0,1,0,1,0,0,0,0,0,1,0
4468,32,1,0,0,0,0,1,0,0,0,1,0
4469,8,0,1,0,0,1,0,0,0,0,1,0
4470,2,1,0,0,0,1,0,0,0,0,1,0
4471,43,0,1,0,1,0,0,0,0,0,1,0
4472,5,0,0,1,1,0,0,0,0,0,1,0
4473,41,0,0,1,0,1,0,0,0,0,1,0
4474,18,0,1,0,0,1,0,0,0,0,1,0
4475,8,0,1,0,0,0,1,0,0,0,1,0
4476,2,0,1,0,0,1,0,0,0,0,1,0
4477,26,0,1,0,1,0,0,0,0,0,1,0
4478,26,0,1,0,0,1,0,0,0,0,1,0
4479,64,0,0,1,1,0,0,0,0,0,1,0
4480,50,1,0,0,1,0,0,0,0,0,1,0
4481,79,0,1,0,0,0,1,0,0,0,1,0
4482,2,0,1,0,0,1,0,0,0,0,1,0
4483,3,0,0,1,1,0,0,0,0,0,1,0
4484,0,0,1,0,0,1,0,0,0,0,1,0
4485,30,1,0,0,0,0,1,0,0,0,1,0
4486,5,1,0,0,0,1,0,0,0,0,1,0
4487,1,0,1,0,0,1,0,0,0,0,1,0
4488,32,1,0,0,0,1,0,0,0,0,1,0
4489,25,1,0,0,1,0,0,0,0,0,1,0
4490,23,0,1,0,0,1,0,0,0,0,1,0
4491,6,0,1,0,0,1,0,0,0,0,1,0
4492,0,1,0,0,0,1,0,0,0,0,1,0
4493,0,1,0,0,1,0,0,0,0,0,1,0
4494,28,0,0,1,1,0,0,0,0,0,1,0
4495,33,0,1,0,0,1,0,0,0,0,1,0
4496,1,1,0,0,1,0,0,0,0,0,1,0
4497,0,1,0,0,0,1,0,0,0,0,1,0
4498,29,1,0,0,0,1,0,0,0,0,1,0
4499,5,0,0,1,0,1,0,0,0,0,1,0
4500,7,0,1,0,0,1,0,0,0,0,1,0
4501,48,0,0,1,1,0,0,0,0,0,1,0
4502,34,0,1,0,1,0,0,0,0,0,1,0
4503,1,1,0,0,0,1,0,0,0,0,1,0
4504,55,0,0,1,0,1,0,0,0,0,1,0
4505,147,0,1,0,0,1,0,0,0,0,1,0
4506,61,0,1,0,0,1,0,0,0,0,1,0
4507,22,1,0,0,0,1,0,0,0,0,1,0
4508,53,0,1,0,0,1,0,0,0,0,1,0
4509,68,0,0,1,0,1,0,0,0,0,1,0
4510,2,1,0,0,1,0,0,0,0,0,1,0
4511,0,0,0,1,1,0,0,0,0,0,1,0
4512,19,1,0,0,0,1,0,0,0,0,1,0
4513,6,0,1,0,1,0,0,0,0,0,1,0
4514,5,0,0,1,0,1,0,0,0,0,1,0
4515,6,0,1,0,0,1,0,0,0,0,1,0
4516,39,1,0,0,1,0,0,0,0,0,1,0
4517,46,1,0,0,0,1,0,0,0,0,1,0
4518,55,0,0,1,1,0,0,0,0,0,1,0
4519,0,1,0,0,1,0,0,0,0,0,1,0
4520,12,0,1,0,0,1,0,0,0,0,1,0
4521,17,0,1,0,0,1,0,0,0,0,1,0
4522,6,0,1,0,0,1,0,0,0,0,1,0
4523,9,0,1,0,0,0,1,0,0,0,1,0
4524,1,1,0,0,1,0,0,0,0,0,1,0
4525,0,0,1,0,1,0,0,0,0,0,1,0
4526,12,0,1,0,0,1,0,0,0,0,1,0
4527,3,0,0,1,0,1,0,0,0,0,1,0
4528,114,1,0,0,0,1,0,0,0,0,1,0
4529,5,0,1,0,1,0,0,0,0,0,1,0
4530,6,0,1,0,0,1,0,0,0,0,1,0
4531,0,0,0,1,0,1,0,0,0,0,1,0
4532,45,0,1,0,1,0,0,0,0,0,1,0
4533,29,0,0,1,1,0,0,0,0,0,1,0
4534,13,0,1,0,0,1,0,0,0,0,1,0
4535,61,0,0,1,0,1,0,0,0,0,1,0
4536,5,1,0,0,1,0,0,0,0,0,1,0
4537,66,1,0,0,0,1,0,0,0,0,1,0
4538,7,0,1,0,0,1,0,0,0,0,1,0
4539,1,0,1,0,0,1,0,0,0,0,1,0
4540,22,0,0,1,0,1,0,0,0,0,1,0
4541,15,0,1,0,0,1,0,0,0,0,1,0
4542,24,0,0,1,0,1,0,0,0,0,1,0
4543,56,0,1,0,1,0,0,0,0,0,1,0
4544,16,0,1,0,1,0,0,0,0,0,1,0
4545,57,1,0,0,1,0,0,0,0,0,1,0
4546,24,0,1,0,1,0,0,0,0,0,1,0
4547,0,0,0,1,1,0,0,0,0,0,1,0
4548,51,0,1,0,0,1,0,0,0,0,1,0
4549,50,0,1,0,1,0,0,0,0,0,1,0
4550,16,0,1,0,0,0,1,0,0,0,1,0
4551,15,1,0,0,0,1,0,0,0,0,1,0
4552,21,0,1,0,0,1,0,0,0,0,1,0
4553,0,0,0,1,0,1,0,0,0,0,1,0
4554,11,0,1,0,1,0,0,0,0,0,1,0
4555,30,0,1,0,0,0,1,0,0,0,1,0
4556,25,0,0,1,1,0,0,0,0,0,1,0
4557,95,0,0,1,0,0,1,0,0,0,1,0
4558,1,0,0,1,0,0,1,0,0,0,1,0
4559,13,0,0,1,0,1,0,0,0,0,1,0
4560,19,0,1,0,0,1,0,0,0,0,1,0
4561,8,0,1,0,0,1,0,0,0,0,1,0
4562,4,0,0,1,1,0,0,0,0,0,1,0
4563,18,0,0,1,1,0,0,0,0,0,1,0
4564,11,0,0,1,0,1,0,0,0,0,1,0
4565,0,1,0,0,0,1,0,0,0,0,1,0
4566,9,1,0,0,0,1,0,0,0,0,1,0
4567,65,0,0,1,0,0,1,0,0,0,1,0
4568,73,0,1,0,1,0,0,0,0,0,1,0
4569,41,1,0,0,1,0,0,0,0,0,1,0
4570,8,0,0,1,1,0,0,0,0,0,1,0
4571,61,1,0,0,1,0,0,0,0,0,1,0
4572,0,0,1,0,1,0,0,0,0,0,1,0
4573,15,0,1,0,0,1,0,0,0,0,1,0
4574,98,0,1,0,0,1,0,0,0,0,1,0
4575,0,0,1,0,1,0,0,0,0,0,1,0
4576,15,0,1,0,0,1,0,0,0,0,1,0
4577,20,0,0,1,0,1,0,0,0,0,1,0
4578,22,0,1,0,1,0,0,0,0,0,1,0
4579,11,0,0,1,1,0,0,0,0,0,1,0
4580,8,0,1,0,0,1,0,0,0,0,1,0
4581,52,0,1,0,1,0,0,0,0,0,1,0
4582,1,0,1,0,0,1,0,0,0,0,1,0
4583,0,1,0,0,0,1,0,0,0,0,1,0
4584,12,0,1,0,0,1,0,0,0,0,1,0
4585,63,0,1,0,0,1,0,0,0,0,1,0
4586,4,0,1,0,1,0,0,0,0,0,1,0
4587,23,1,0,0,1,0,0,0,0,0,1,0
4588,10,0,1,0,0,1,0,0,0,0,1,0
4589,119,0,1,0,1,0,0,0,0,0,1,0
4590,18,1,0,0,0,1,0,0,0,0,1,0
4591,40,1,0,0,0,1,0,0,0,0,1,0
4592,12,0,0,1,0,1,0,0,0,0,1,0
4593,28,0,1,0,0,0,1,0,0,0,1,0
4594,7,0,1,0,0,1,0,0,0,0,1,0
4595,63,1,0,0,1,0,0,0,0,0,1,0
4596,11,0,0,1,1,0,0,0,0,0,1,0
4597,23,0,1,0,0,1,0,0,0,0,1,0
4598,2,0,1,0,0,1,0,0,0,0,1,0
4599,12,0,0,1,0,1,0,0,0,0,1,0
4600,0,0,1,0,0,1,0,0,0,0,1,0
4601,23,0,1,0,0,1,0,0,0,0,1,0
4602,1,0,0,1,0,1,0,0,0,0,1,0
4603,21,0,1,0,1,0,0,0,0,0,1,0
4604,0,0,1,0,1,0,0,0,0,0,1,0
4605,8,1,0,0,0,1,0,0,0,0,1,0
4606,0,0,0,1,0,1,0,0,0,0,1,0
4607,2,0,1,0,0,0,1,0,0,0,1,0
4608,1,1,0,0,0,1,0,0,0,0,1,0
4609,5,1,0,0,0,1,0,0,0,0,1,0
4610,51,1,0,0,1,0,0,0,0,0,1,0
4611,7,0,1,0,0,0,1,0,0,0,1,0
4612,37,0,1,0,0,1,0,0,0,0,1,0
4613,10,0,1,0,0,1,0,0,0,0,1,0
4614,73,0,1,0,1,0,0,0,0,0,1,0
4615,40,0,0,1,0,1,0,0,0,0,1,0
4616,65,1,0,0,0,1,0,0,0,0,1,0
4617,45,1,0,0,0,1,0,0,0,0,1,0
4618,2,0,1,0,0,1,0,0,0,0,1,0
4619,36,0,1,0,1,0,0,0,0,0,1,0
4620,42,1,0,0,1,0,0,0,0,0,1,0
4621,68,0,0,1,0,1,0,0,0,0,1,0
4622,2,0,0,1,0,1,0,0,0,0,1,0
4623,43,0,1,0,0,1,0,0,0,0,1,0
4624,40,0,0,1,0,1,0,0,0,0,1,0
4625,0,1,0,0,0,1,0,0,0,0,1,0
4626,0,0,0,1,0,1,0,0,0,0,1,0
4627,86,1,0,0,0,1,0,0,0,0,1,0
4628,1,0,1,0,0,0,1,0,0,0,1,0
4629,7,0,1,0,0,1,0,0,0,0,1,0
4630,11,0,0,1,0,1,0,0,0,0,1,0
4631,90,0,1,0,0,1,0,0,0,0,1,0
4632,42,1,0,0,0,1,0,0,0,0,1,0
4633,1,0,1,0,1,0,0,0,0,0,1,0
4634,40,0,1,0,1,0,0,0,0,0,1,0
4635,22,0,1,0,1,0,0,0,0,0,1,0
4636,50,0,1,0,1,0,0,0,0,0,1,0
4637,5,0,0,1,1,0,0,0,0,0,1,0
4638,55,0,0,1,1,0,0,0,0,0,1,0
4639,33,0,1,0,0,1,0,0,0,0,1,0
4640,5,0,0,1,0,1,0,0,0,0,1,0
4641,2,0,1,0,1,0,0,0,0,0,1,0
4642,28,1,0,0,0,1,0,0,0,0,1,0
4643,47,0,1,0,1,0,0,0,0,0,1,0
4644,2,1,0,0,1,0,0,0,0,0,1,0
4645,19,0,1,0,0,1,0,0,0,0,1,0
4646,1,0,0,1,0,1,0,0,0,0,1,0
4647,5,0,0,1,0,1,0,0,0,0,1,0
4648,68,0,0,1,1,0,0,0,0,0,1,0
4649,7,0,1,0,0,0,1,0,0,0,1,0
4650,22,1,0,0,0,1,0,0,0,0,1,0
4651,29,0,1,0,0,1,0,0,0,0,1,0
4652,13,0,1,0,1,0,0,0,0,0,1,0
4653,5,0,0,1,1,0,0,0,0,0,1,0
4654,5,0,1,0,0,1,0,0,0,0,1,0
4655,0,0,0,1,0,1,0,0,0,0,1,0
4656,14,0,1,0,0,0,1,0,0,0,1,0
4657,25,1,0,0,0,1,0,0,0,0,1,0
4658,6,0,1,0,1,0,0,0,0,0,1,0
4659,13,0,0,1,0,1,0,0,0,0,1,0
4660,0,1,0,0,0,1,0,0,0,0,1,0
4661,69,0,0,1,1,0,0,0,0,0,1,0
4662,9,1,0,0,0,1,0,0,0,0,1,0
4663,85,1,0,0,0,1,0,0,0,0,1,0
4664,0,0,1,0,1,0,0,0,0,0,1,0
4665,1,1,0,0,0,1,0,0,0,0,1,0
4666,7,0,1,0,0,1,0,0,0,0,1,0
4667,1,0,1,0,1,0,0,0,0,0,1,0
4668,69,0,1,0,0,1,0,0,0,0,1,0
4669,8,0,1,0,0,1,0,0,0,0,1,0
4670,0,0,0,1,1,0,0,0,0,0,1,0
4671,21,0,1,0,1,0,0,0,0,0,1,0
4672,9,0,0,1,1,0,0,0,0,0,1,0
4673,9,1,0,0,1,0,0,0,0,0,1,0
4674,13,1,0,0,1,0,0,0,0,0,1,0
4675,12,0,1,0,0,0,1,0,0,0,1,0
4676,22,0,0,1,0,0,1,0,0,0,1,0
4677,12,1,0,0,1,0,0,0,0,0,1,0
4678,0,0,0,1,0,1,0,0,0,0,1,0
4679,0,0,1,0,1,0,0,0,0,0,1,0
4680,1,0,0,1,1,0,0,0,0,0,1,0
4681,12,0,1,0,0,1,0,0,0,0,1,0
4682,53,0,0,1,0,0,1,0,0,0,1,0
4683,53,0,0,1,1,0,0,0,0,0,1,0
4684,3,0,1,0,1,0,0,0,0,0,1,0
4685,75,0,1,0,0,1,0,0,0,0,1,0
4686,16,0,1,0,1,0,0,0,0,0,1,0
4687,3,0,0,1,0,1,0,0,0,0,1,0
4688,0,0,0,1,0,1,0,0,0,0,1,0
4689,31,0,0,1,0,0,1,0,0,0,1,0
4690,53,0,1,0,0,1,0,0,0,0,1,0
4691,14,0,0,1,0,1,0,0,0,0,1,0
4692,0,0,1,0,1,0,0,0,0,0,1,0
4693,10,0,0,1,0,1,0,0,0,0,1,0
4694,3,0,1,0,1,0,0,0,0,0,1,0
4695,0,1,0,0,0,1,0,0,0,0,1,0
4696,9,0,1,0,0,1,0,0,0,0,1,0
4697,5,0,1,0,1,0,0,0,0,0,1,0
4698,100,0,1,0,1,0,0,0,0,0,1,0
4699,0,0,0,1,0,1,0,0,0,0,1,0
4700,3,0,1,0,0,1,0,0,0,0,1,0
4701,2,0,1,0,0,0,1,0,0,0,1,0
4702,3,1,0,0,0,1,0,0,0,0,1,0
4703,1,0,0,1,1,0,0,0,0,0,1,0
4704,33,1,0,0,0,1,0,0,0,0,1,0
4705,9,0,0,1,0,0,1,0,0,0,1,0
4706,41,0,1,0,0,1,0,0,0,0,1,0
4707,9,1,0,0,0,1,0,0,0,0,1,0
4708,0,0,0,1,0,1,0,0,0,0,1,0
4709,18,0,0,1,0,1,0,0,0,0,1,0
4710,24,1,0,0,1,0,0,0,0,0,1,0
4711,2,0,0,1,0,1,0,0,0,0,1,0
4712,69,1,0,0,0,1,0,0,0,0,1,0
4713,11,0,1,0,0,1,0,0,0,0,1,0
4714,0,0,0,1,0,1,0,0,0,0,1,0
4715,6,0,1,0,0,1,0,0,0,0,1,0
4716,46,0,1,0,1,0,0,0,0,0,1,0
4717,1,0,0,1,0,1,0,0,0,0,1,0
4718,20,0,1,0,0,1,0,0,0,0,1,0
4719,24,1,0,0,1,0,0,0,0,0,1,0
4720,0,0,0,1,0,1,0,0,0,0,1,0
4721,7,0,1,0,0,0,1,0,0,0,1,0
4722,10,1,0,0,1,0,0,0,0,0,1,0
4723,65,1,0,0,0,1,0,0,0,0,1,0
4724,11,1,0,0,0,1,0,0,0,0,1,0
4725,201,0,0,1,0,1,0,0,0,0,1,0
4726,15,0,1,0,0,1,0,0,0,0,1,0
4727,4,0,0,1,1,0,0,0,0,0,1,0
